,aimag,sum,town,point_name,PID,mountCoLtd,centerID,Y,X,H_Baltic,B_gradWGS84,B_minWGS84,B_secWGS84,L_gradWGS84,L_minWGS84,L_secWGS84,N_UTM,E_UTM
1,Архангай ,Батцэнгэл,,PL-231,GPS65100002,"""Топсүрвэй"" ХХК",PL-231,47.7913888888889,101.976944444444,1427.339,47,47,29.748,101,58,37.997,5297430.255,722970.643
2,Архангай ,Батцэнгэл,,PL-061,GPS65100003,"""Топсүрвэй"" ХХК",PL-061,47.7916666666667,101.968888888889,1427.827,47,47,30.76,101,58,8.1808,5297437.643,722349.211
3,Архангай ,Батцэнгэл,,РL-172,GPS65100004,"""Топсүрвэй"" ХХК",РL-172,47.8025,101.9975,1435.168,47,48,9.5009,101,59,51.066,5298716.139,724442.992
4,Архангай ,Батцэнгэл,,РL-1717,GPS65100005,"""Топсүрвэй"" ХХК",РL-1717,47.8072222222222,101.988055555556,1432.740,47,48,26.25,101,59,17.072,5299205.769,723716.014
5,Архангай ,Батцэнгэл,,PL-33,GPS65100006,"""Топсүрвэй"" ХХК",PL-33,47.7936111111111,101.974722222222,1426.680,47,47,37.527,101,58,29.203,5297663.338,722778.462
6,Архангай ,Батцэнгэл,,PL-232,GPS65100007,"""Топсүрвэй"" ХХК",PL-232,47.7944444444444,101.979444444444,1426.926,47,47,40.47,101,58,46.324,5297767.907,723131.098
7,Архангай ,Батцэнгэл,,PL-192,GPS65100008,"""Топсүрвэй"" ХХК",PL-192,47.7980555555556,101.971666666667,1455.137,47,47,53.471,101,58,18.197,5298146.716,722530.600
8,Архангай ,Булган,,PL-363,GPS65120002,"""Топсүрвэй"" ХХК",PL-363,47.3180555555556,101.109722222222,1921.627,47,19,5.0893,101,6,35.3319,5242670.721,659442.576
9,Архангай ,Булган,,PL-365,GPS65120003,"""Топсүрвэй"" ХХК",PL-365,47.3202777777778,101.112222222222,1908.499,47,19,13.3462,101,6,44.6654,5242930.911,659631.587
10,Архангай ,Булган,,PL-653,GPS65120004,"""Топсүрвэй"" ХХК",PL-653,47.3163888888889,101.130555555556,1885.516,47,18,59.2184,101,7,50.0779,5242532.199,661016.556
11,Архангай ,Булган,,PL-569,GPS65120005,"""Топсүрвэй"" ХХК",PL-569,47.3155555555556,101.123611111111,1900.193,47,18,56.4942,101,7,25.6108,5242434.083,660505.234
12,Архангай ,Булган,,PL-332,GPS65120006,"""Топсүрвэй"" ХХК",PL-332,47.3191666666667,101.123611111111,1890.722,47,19,9.7569,101,7,25.1583,5242843.224,660484.574
13,Архангай ,Булган,,PL-553,GPS65120007,"""Топсүрвэй"" ХХК",PL-553,47.3177777777778,101.116944444444,1906.283,47,19,4.7751,101,7,1.0754,5242675.682,659983.232
14,Архангай ,Жаргалант,,GPS-6044,GPS65200002,"""Топсүрвэй"" ХХК",GPS-6044,48.7213888888889,100.783611111111,1650.995,48,43,17.9169,100,47,1.619,5398047.951,631193.177
15,Архангай ,Жаргалант,,PL-3583,GPS65200003,"""Топсүрвэй"" ХХК",PL-3583,48.7286111111111,100.776944444444,1621.275,48,43,43.3541,100,46,37.9646,5398822.057,630691.626
16,Архангай ,Жаргалант,,PL-3479,GPS65200004,"""Топсүрвэй"" ХХК",PL-3479,48.7302777777778,100.759722222222,1595.837,48,43,49.3268,100,45,35.461,5398976.844,629410.654
17,Архангай ,Жаргалант,,PL-3562,GPS65200005,"""Топсүрвэй"" ХХК",PL-3562,48.7152777777778,100.778333333333,1620.858,48,42,55.0094,100,46,42.8908,5397331.722,630827.082
18,Архангай ,Ихтамир,,PL-654,GPS65170002,"""Топсүрвэй"" ХХК",PL-654,47.5922222222222,101.206111111111,1622.239,47,35,32.9007,101,12,22.682,5273365.424,665868.418
19,Архангай ,Ихтамир,,PL-334,GPS65170003,"""Топсүрвэй"" ХХК",PL-334,47.5980555555556,101.201944444444,1628.724,47,35,53.6893,101,12,7.8538,5273998.360,665540.550
20,Архангай ,Ихтамир,,PL-336,GPS65170004,"""Топсүрвэй"" ХХК",PL-336,47.5919444444445,101.201666666667,1622.886,47,35,31.4763,101,12,6.3732,5273311.775,665529.102
21,Архангай ,Ихтамир,,GPS-6156,GPS65170005,"""Топсүрвэй"" ХХК",GPS-6156,47.5927777777778,101.191111111111,1631.070,47,35,34.1313,101,11,28.7388,5273371.477,664740.888
22,Архангай ,Ихтамир,,PL-4444,GPS65170006,"""Топсүрвэй"" ХХК",PL-4444,47.5947222222222,101.213055555556,1619.780,47,35,41.5868,101,12,47.955,5273648.595,666388.522
23,Архангай ,Өгийнуур,,GPS-065,GPS65020002,"""Топсүрвэй"" ХХК",GPS-065,47.6922222222222,102.553611111111,1348.000,47,41,32.6647,102,33,13.524,5285012.149,316444.348
24,Архангай ,Өгийнуур,,PL-1019,GPS65020003,"""Топсүрвэй"" ХХК",PL-1019,47.6683333333333,102.546388888889,1350.353,47,40,6.3732,102,32,47.462,5282365.560,315816.769
25,Архангай ,Өгийнуур,,PL-116,GPS65020004,"""Топсүрвэй"" ХХК",PL-116,47.6716666666667,102.553333333333,1348.972,47,40,18.2887,102,33,12.4139,5282716.930,316348.676
26,Архангай ,Өгийнуур,,PL-219,GPS65020005,"""Топсүрвэй"" ХХК",PL-219,47.675,102.552222222222,1349.601,47,40,30.4788,102,33,8.3996,5283095.877,316276.870
27,Архангай ,Өгийнуур,,PL-200,GPS65020006,"""Топсүрвэй"" ХХК",PL-200,47.6680555555556,102.550277777778,1349.445,47,40,5.1141,102,33,1.669,5282317.318,316111.781
28,Архангай ,Өгийнуур,,PL-163,GPS65020007,"""Топсүрвэй"" ХХК",PL-163,47.6663888888889,102.553333333333,1348.461,47,39,59.5332,102,33,12.4811,5282137.913,316331.789
29,Архангай ,Өгийнуур,,PL-152,GPS65020008,"""Топсүрвэй"" ХХК",PL-152,47.6697222222222,102.556388888889,1347.184,47,40,11.4406,102,33,23.7642,5282498.061,316578.665
30,Архангай ,Өлзийт,,PL-227,GPS65030002,"""Топсүрвэй"" ХХК",PL-227,48.1005555555556,102.561944444444,1299.158,48,6,2.6456,102,33,43.9954,5330371.153,318512.798
31,Архангай ,Өлзийт,,PL-1001,GPS65030003,"""Топсүрвэй"" ХХК",PL-1001,48.0972222222222,102.551944444444,1302.962,48,5,50.6007,102,33,7.4726,5330023.291,317745.726
32,Архангай ,Өлзийт,,PL-132,GPS65030004,"""Топсүрвэй"" ХХК",PL-132,48.105,102.557222222222,1298.827,48,6,18.8959,102,33,26.8749,5330884.052,318174.698
33,Архангай ,Өлзийт,,PL-116,GPS65030005,"""Топсүрвэй"" ХХК",PL-116,48.1033333333333,102.564166666667,1296.504,48,6,12.6711,102,33,51.8453,5330675.511,318684.920
34,Архангай ,Өлзийт,,PL-191,GPS65030006,"""Топсүрвэй"" ХХК",PL-191,48.1061111111111,102.561944444444,1298.012,48,6,22.398,102,33,43.4362,5330981.304,318520.558
35,Архангай ,Өлзийт,,PL-210,GPS65030007,"""Топсүрвэй"" ХХК",PL-210,48.1008333333333,102.556111111111,1301.216,48,6,3.5599,102,33,22.7286,5330413.329,318073.927
36,Архангай ,Өндөр-Улаан,,PL-063,GPS65210002,"""Топсүрвэй"" ХХК",PL-063,48.0472222222222,100.518888888889,1955.723,48,2,50.6867,100,31,8.9487,5322686.360,613216.673
37,Архангай ,Өндөр-Улаан,,PL-002,GPS65210003,"""Топсүрвэй"" ХХК",PL-002,48.0480555555556,100.512777777778,1955.607,48,2,53.4802,100,30,46.15,5322763.317,612743.019
38,Архангай ,Өндөр-Улаан,,GPS-6092,GPS65210004,"""Топсүрвэй"" ХХК",GPS-6092,48.0466666666667,100.503888888889,1944.237,48,2,48.7936,100,30,14.455,5322605.777,612089.729
39,Архангай ,Өндөр-Улаан,,PL-021,GPS65210005,"""Топсүрвэй"" ХХК",PL-021,48.0438888888889,100.506944444444,1926.474,48,2,38.1312,100,30,25.3852,5322281.019,612322.440
40,Архангай ,Тариат,,PL-356,GPS65230002,"""Топсүрвэй"" ХХК",PL-356,48.1508333333333,99.9,2058.885,48,9,3.4513,99,54,20.2378,5333475.429,567357.676
41,Архангай ,Тариат,,PL-002,GPS65230003,"""Топсүрвэй"" ХХК",PL-002,48.1527777777778,99.8691666666667,2064.673,48,9,10.5828,99,52,59.3468,5333676.174,565683.926
42,Архангай ,Тариат,,PL-023,GPS65230004,"""Топсүрвэй"" ХХК",PL-023,48.1519444444445,99.8669444444444,2056.885,48,9,7.5758,99,52,41.8138,5333579.187,565322.765
43,Архангай ,Тариат,,PL-347,GPS65230005,"""Топсүрвэй"" ХХК",PL-347,48.1572222222222,99.8844444444445,2055.272,48,9,26.8395,99,53,14.3041,5334181.645,565987.144
44,Архангай ,Тариат,,PL-001,GPS65230006,"""Топсүрвэй"" ХХК",PL-001,48.1586111111111,99.8858333333333,2057.278,48,9,31.6923,99,53,9.7731,5334330.394,565891.819
45,Архангай ,Тариат,,PL-2116,GPS65230007,"""Топсүрвэй"" ХХК",PL-2116,48.16,99.8841666666667,2077.607,48,9,36.9539,99,53,53.0952,5334503.223,566784.826
46,Архангай ,Тариат,,GPS-6164,GPS65230008,"""Топсүрвэй"" ХХК",GPS-6164,48.1505555555556,99.8852777777778,2063.364,48,9,2.9998,99,53,27.1138,5333448.670,566260.288
47,Архангай ,Тариат,,PL-012,GPS65230009,"""Топсүрвэй"" ХХК",PL-012,48.1561111111111,99.8683333333333,2060.920,48,9,22.7922,99,52,56.2216,5334052.390,565615.036
48,Архангай ,Төвшрүүлэх,,GPS-6175,GPS65070002,"""Топсүрвэй"" ХХК",GPS-6175,47.3880555555556,101.900555555556,1623.099,47,23,17.864,101,54,2.5532,5252395.497,718917.630
49,Архангай ,Төвшрүүлэх,,GPS-6214,GPS65070003,"""Топсүрвэй"" ХХК",GPS-6214,47.3886111111111,101.915833333333,1611.829,47,23,19.5178,101,54,57.2177,5252489.391,720061.620
50,Архангай ,Төвшрүүлэх,,PL-209,GPS65070004,"""Топсүрвэй"" ХХК",PL-209,47.3838888888889,101.921666666667,1614.163,47,23,2.3622,101,55,18.9442,5251976.935,720536.949
51,Архангай ,Төвшрүүлэх,,PL-072,GPS65070005,"""Топсүрвэй"" ХХК",PL-072,47.3827777777778,101.903055555556,1622.892,47,22,58.9028,101,54,11.7553,5251817.413,719132.373
52,Архангай ,Төвшрүүлэх,,PL-074,GPS65070006,"""Топсүрвэй"" ХХК",PL-074,47.3836111111111,101.914166666667,1619.500,47,23,1.6314,101,54,51.6622,5251932.921,719965.850
53,Архангай ,Төвшрүүлэх,,PL-097,GPS65070007,"""Топсүрвэй"" ХХК",PL-097,47.3872222222222,101.919444444444,1613.479,47,23,14.8217,101,55,10.9778,5252355.255,720355.506
54,Архангай ,Төвшрүүлэх,,PL-175,GPS65070008,"""Топсүрвэй"" ХХК",PL-175,47.3769444444445,101.9,1654.961,47,22,37.0986,101,54,0.5651,5251135.627,718922.866
55,Архангай ,Төвшрүүлэх,,PL-194,GPS65070009,"""Топсүрвэй"" ХХК",PL-194,47.3738888888889,101.911666666667,1651.512,47,22,26.8677,101,54,42.4252,5250852.613,719812.366
56,Архангай ,Төвшрүүлэх,,PL-237,GPS65070010,"""Топсүрвэй"" ХХК",PL-237,47.3805555555556,101.908333333333,1628.576,47,22,50.924,101,54,30.4714,5251585.789,719533.956
57,Архангай ,Хайрхан,,GPS-6109,GPS65060002,"""Топсүрвэй"" ХХК",GPS-6109,48.6041666666667,101.941666666667,1350.511,48,36,15.0986,101,56,30.9824,5387635.846,716868.890
58,Архангай ,Хайрхан,,PL-3501,GPS65060003,"""Топсүрвэй"" ХХК",PL-3501,48.6113888888889,101.935277777778,1349.425,48,36,41.7322,101,56,7.0414,5388439.205,716347.081
59,Архангай ,Хайрхан,,PL-3521,GPS65060004,"""Топсүрвэй"" ХХК",PL-3521,48.6086111111111,101.947777777778,1346.775,48,36,31.0897,101,56,52.8253,5388146.785,717297.040
60,Архангай ,Хангай,,PL-106,GPS65250002,"""Топсүрвэй"" ХХК",PL-106,47.8511111111111,99.4177777777778,2135.127,47,51,4.4851,99,25,54.4566,5299857.279,532302.309
61,Архангай ,Хангай,,GPS-6219,GPS65250003,"""Топсүрвэй"" ХХК",GPS-6219,47.8508333333333,99.4177777777778,2165.454,47,51,3.2503,99,25,24.9856,5299815.768,531690.098
62,Архангай ,Хангай,,PL-366,GPS65250004,"""Топсүрвэй"" ХХК",PL-366,47.8569444444444,99.4191666666667,2133.673,47,51,25.6703,99,25,29.694,5300508.476,531784.136
63,Архангай ,Хангай,,PL-094,GPS65250005,"""Топсүрвэй"" ХХК",PL-094,47.8538888888889,99.4172222222222,2135.447,47,51,14.3878,99,25,22.4809,5300159.331,531636.167
64,Архангай ,Хангай,,PL-027,GPS65250006,"""Топсүрвэй"" ХХК",PL-027,47.855,99.4191666666667,2134.479,47,51,18.0433,99,25,39.0757,5300274.082,531980.372
65,Архангай ,Хашаат,,PL-112,GPS65010002,"""Топсүрвэй"" ХХК",PL-112,47.4558333333333,103.149444444444,1286.102,47,27,21.8994,103,8,58.1372,5257508.821,360517.050
66,Архангай ,Хашаат,,PL-145,GPS65010003,"""Топсүрвэй"" ХХК",PL-145,47.4538888888889,103.155555555556,1278.877,47,27,14.9248,103,9,20.2601,5257282.513,360975.128
67,Архангай ,Хашаат,,PL-075,GPS65010004,"""Топсүрвэй"" ХХК",PL-075,47.4483333333333,103.152222222222,1284.606,47,26,54.5875,103,9,8.3776,5256660.615,360711.415
68,Архангай ,Хашаат,,PL-073,GPS65010005,"""Топсүрвэй"" ХХК",PL-073,47.4472222222222,103.146666666667,1288.271,47,26,50.6233,103,8,48.4426,5256548.179,360291.061
69,Архангай ,Хашаат,,PL-079,GPS65010006,"""Топсүрвэй"" ХХК",PL-079,47.4519444444445,103.145,1292.776,47,27,7.0954,103,8,42.1196,5257059.823,360170.787
70,Архангай ,Хотонт,,PL-140,GPS65040002,"""Топсүрвэй"" ХХК",PL-140,47.3558333333333,102.459444444444,1494.376,47,21,21.1564,102,27,34.9986,5247841.750,308165.067
71,Архангай ,Хотонт,,PL-126,GPS65040003,"""Топсүрвэй"" ХХК",PL-126,47.3591666666667,102.464722222222,1456.501,47,21,33.2792,102,27,53.4749,5248203.320,308564.812
72,Архангай ,Хотонт,,PL-220,GPS65040004,"""Топсүрвэй"" ХХК",PL-220,47.3611111111111,102.456666666667,1479.290,47,21,40.4841,102,27,24.1922,5248445.757,307957.886
73,Архангай ,Хотонт,,PL-040,GPS65040005,"""Топсүрвэй"" ХХК",PL-040,47.3730555555556,102.486944444444,1457.125,47,22,23.1877,102,29,13.1966,5249689.673,310286.685
74,Архангай ,Хотонт,,GPS-5025,GPS65040006,"""Топсүрвэй"" ХХК",GPS-5025,47.3752777777778,102.470833333333,1467.055,47,22,31.3004,102,28,15.9244,5249979.000,309093.878
75,Архангай ,Хотонт,,PL-053,GPS65040007,"""Топсүрвэй"" ХХК",PL-053,47.3677777777778,102.471944444444,1453.637,47,22,4.2044,102,28,19.0181,5249140.493,309131.576
76,Архангай ,Хотонт,,PL-220,GPS65040008,"""Топсүрвэй"" ХХК",PL-220,47.3611111111111,102.456666666667,1479.290,47,21,40.4841,102,27,24.1922,5248445.757,307957.886
77,Архангай ,Хотонт,,PL-235,GPS65040009,"""Топсүрвэй"" ХХК",PL-235,47.3722222222222,102.476111111111,1455.240,47,22,20.6578,102,28,34.9354,5249637.545,309481.849
78,Архангай ,Хотонт,,PL-109,GPS65040010,"""Топсүрвэй"" ХХК",PL-109,47.3625,102.473611111111,1453.812,47,21,45.4765,102,28,25.1573,5248558.220,309241.557
79,Архангай ,Цахир,,GPS-9197,GPS65270002,"""Топсүрвэй"" ХХК",GPS-9197,48.1008333333333,99.1358333333333,2115.769,48,6,3.6247,99,8,29.618,5327536.506,510539.150
80,Архангай ,Цахир,,PL-333,GPS65270003,"""Топсүрвэй"" ХХК",PL-333,48.1019444444445,99.1191666666667,2116.072,48,6,7.1956,99,7,59.5346,5327645.647,509916.821
81,Архангай ,Цахир,,PL-065,GPS65270004,"""Топсүрвэй"" ХХК",PL-065,48.1011111111111,99.1169444444444,2130.793,48,6,4.66,99,7,1.821,5327565.420,508723.416
82,Архангай ,Цахир,,PL-351,GPS65270005,"""Топсүрвэй"" ХХК",PL-351,48.1066666666667,99.1352777777778,2115.263,48,6,24.7397,99,8,27.1443,5328188.326,510486.800
83,Архангай ,Цахир,,PL-2114,GPS65270006,"""Топсүрвэй"" ХХК",PL-2114,48.1041666666667,99.1188888888889,2133.935,48,6,15.8923,99,7,48.6688,5327913.766,509691.661
84,Архангай ,Цэнхэр,,PL-195,GPS65080002,"""Топсүрвэй"" ХХК",PL-195,47.4341666666667,101.754722222222,1597.255,47,26,3.1437,101,45,17.1257,5257096.911,707722.558
85,Архангай ,Цэнхэр,,PL-243,GPS65080003,"""Топсүрвэй"" ХХК",PL-243,47.4463888888889,101.746111111111,1586.782,47,26,47.1795,101,44,46.0352,5258433.161,707023.360
86,Архангай ,Цэнхэр,,PL-066,GPS65080004,"""Топсүрвэй"" ХХК",PL-066,47.4452777777778,101.757222222222,1571.920,47,26,43.725,101,45,26.6099,5258356.609,707876.762
87,Архангай ,Цэнхэр,,PL-240,GPS65080005,"""Топсүрвэй"" ХХК",PL-240,47.4466666666667,101.764444444444,1570.326,47,26,48.1938,101,45,52.8454,5258514.070,708421.227
88,Архангай ,Цэцэрлэг,,GPS-6057,GPS65190002,"""Топсүрвэй"" ХХК",GPS-6057,48.8825,101.249722222222,1676.275,48,52,57.8003,101,14,59.5903,5416859.053,664942.692
89,Архангай ,Цэцэрлэг,,PL-3549,GPS65190003,"""Топсүрвэй"" ХХК",PL-3549,48.8813888888889,101.234722222222,1704.885,48,52,53.7974,101,14,5.1403,5416702.756,663837.565
90,Архангай ,Чулуут,,GPS-6189,GPS65220002,"""Топсүрвэй"" ХХК",GPS-6189,47.5386111111111,100.234722222222,2030.880,47,32,19.3575,100,14,5.3031,5265770.674,592928.499
91,Архангай ,Чулуут,,GPS-001,GPS65220003,"""Топсүрвэй"" ХХК",GPS-001,47.5380555555556,100.231666666667,2032.051,47,32,17.7589,100,13,54.8761,5265717.860,592711.310
92,Архангай ,Чулуут,,PL-004,GPS65220004,"""Топсүрвэй"" ХХК",PL-004,47.5275,100.218333333333,2038.224,47,31,39.7807,100,13,6.8204,5264529.596,591725.114
93,Архангай ,Чулуут,,PL-072,GPS65220005,"""Топсүрвэй"" ХХК",PL-072,47.5436111111111,100.238611111111,2027.830,47,32,37.0025,100,14,19.1568,5266319.999,593209.417
94,Архангай ,Чулуут,,PL-019,GPS65220006,"""Топсүрвэй"" ХХК",PL-019,47.5352777777778,100.224722222222,2033.647,47,32,7.805,100,13,29.4402,5265402.166,592184.425
95,Архангай ,Чулуут,,PL-054,GPS65220007,"""Топсүрвэй"" ХХК",PL-054,47.5397222222222,100.227777777778,2031.594,47,32,23.2211,100,13,40.7661,5265881.810,592413.678
96,Архангай ,Эрдэнэмандал,,PL-0514,GPS65150002,"""Топсүрвэй"" ХХК",PL-0514,48.5288888888889,101.379722222222,1503.702,48,31,44.9363,101,22,47.4758,5377850.495,675697.273
97,Архангай ,Эрдэнэмандал,,GPS-6141,GPS65150003,"""Топсүрвэй"" ХХК",GPS-6141,48.5291666666667,101.367777777778,1508.884,48,31,45.8791,101,22,4.0462,5377851.941,674805.802
98,Архангай ,Эрдэнэмандал,,PL-1215,GPS65150004,"""Топсүрвэй"" ХХК",PL-1215,48.5313888888889,101.3725,1502.317,48,31,53.8137,101,22,21.8617,5378108.241,675163.519
99,Архангай ,Эрдэнэмандал,,PL-3500,GPS65150005,"""Топсүрвэй"" ХХК",PL-3500,48.5247222222222,101.369444444444,1508.042,48,31,29.186,101,22,10.2973,5377340.540,674949.966
100,Архангай ,Эрдэнэмандал,,PL65-0009,GPS65150006,"""Топсүрвэй"" ХХК",PL65-0009,48.5369444444445,101.383333333333,1498.060,48,32,13.6669,101,23,0.6452,5378745.924,675939.659
101,Архангай ,Эрдэнэбулган,,PL-443,GPS65130002,"""Топсүрвэй"" ХХК",PL-443,47.4666666666667,101.5175,1704.350,47,28,0.9996,101,31,3.0485,5260128.338,689716.368
102,Архангай ,Эрдэнэбулган,,PL-656,GPS65130003,"""Топсүрвэй"" ХХК",PL-656,47.4666666666667,101.501666666667,1700.148,47,28,0.4851,101,30,6.7709,5260074.407,688538.887
103,Архангай ,Эрдэнэбулган,,PL-655,GPS65130004,"""Топсүрвэй"" ХХК",PL-655,47.4763888888889,101.494166666667,1721.795,47,28,35.4681,101,29,39.6517,5261136.031,687936.565
104,Архангай ,Эрдэнэбулган,,PL-445,GPS65130005,"""Топсүрвэй"" ХХК",PL-445,47.4886111111111,101.485555555556,1706.531,47,29,19.7864,101,29,8.6656,5262483.289,687244.313
105,Архангай ,Эрдэнэбулган,,PL-557,GPS65130006,"""Топсүрвэй"" ХХК",PL-557,47.4816666666667,101.475,1759.126,47,28,54.7169,101,28,30.0247,5261683.613,686460.478
106,Архангай ,Эрдэнэбулган,,PL-551,GPS65130007,"""Топсүрвэй"" ХХК",PL-551,47.4825,101.469722222222,1774.830,47,28,57.4166,101,28,11.9966,5261754.942,686080.575
107,Архангай ,Эрдэнэбулган,,GPS-6220,GPS65130008,"""Топсүрвэй"" ХХК",GPS-6220,47.4827777777778,101.446666666667,1747.853,47,28,58.191,101,26,48.1962,5261723.355,684326.244
108,Архангай ,Эрдэнэбулган,,GPS-6225,GPS65130009,"""Топсүрвэй"" ХХК",GPS-6225,47.4816666666667,101.465555555556,1742.716,47,28,54.5914,101,27,56.9453,5261657.728,685768.384
109,Архангай ,Эрдэнэбулган,,PL-555,GPS65130010,"""Топсүрвэй"" ХХК",PL-555,47.4758333333333,101.473333333333,1706.912,47,28,33.8016,101,28,24.6328,5261034.393,686368.204
110,Архангай ,Эрдэнэбулган,,PL-559,GPS65130011,"""Топсүрвэй"" ХХК",PL-559,47.4747222222222,101.476944444444,1716.186,47,28,29.2169,101,28,37.0534,5260901.152,686632.657
111,Архангай ,Эрдэнэбулган,,PL-941,GPS65130012,"""Топсүрвэй"" ХХК",PL-941,47.4705555555556,101.478055555556,1713.932,47,28,14.9898,101,28,41.0571,5260464.653,686730.456
112,Архангай ,Эрдэнэбулган,,PL-966,GPS65130013,"""Топсүрвэй"" ХХК",PL-966,47.4697222222222,101.473611111111,1688.263,47,28,11.2873,101,28,25.0996,5260339.721,686400.099
113,Архангай ,Эрдэнэбулган,,PL-422,GPS65130014,"""Топсүрвэй"" ХХК",PL-422,47.4744444444444,101.467777777778,1706.218,47,28,28.0647,101,28,4.0438,5260843.602,685942.937
114,Архангай ,Эрдэнэбулган,,PL-657,GPS65130015,"""Топсүрвэй"" ХХК",PL-657,47.4758333333333,101.466666666667,1710.280,47,28,33.803,101,28,0.0969,5261018.113,685854.709
115,Архангай ,Эрдэнэбулган,,PL-652,GPS65130016,"""Топсүрвэй"" ХХК",PL-652,47.4672222222222,101.429166666667,1839.042,47,28,2.8952,101,25,45.9293,5259975.558,683076.643
116,Архангай ,Эрдэнэбулган,,PL-969,GPS65130017,"""Топсүрвэй"" ХХК",PL-969,47.4722222222222,101.433055555556,1789.569,47,28,20.5896,101,25,59.391,5260530.574,683341.316
117,Архангай ,Эрдэнэбулган,,GPS-6034,GPS65130018,"""Топсүрвэй"" ХХК",GPS-6034,47.4755555555556,101.433333333333,1767.449,47,28,32.6763,101,26,0.8018,5260904.600,683359.158
118,Архангай ,Эрдэнэбулган,,PL-556,GPS65130019,"""Топсүрвэй"" ХХК",PL-556,47.4727777777778,101.442777777778,1734.425,47,28,22.6078,101,26,34.2175,5260615.745,684068.267
119,Архангай ,Эрдэнэбулган,,PL-441,GPS65130020,"""Топсүрвэй"" ХХК",PL-441,47.4636111111111,101.461944444444,1726.374,47,27,49.3189,101,27,43.9868,5259634.256,685561.065
120,Архангай ,Эрдэнэбулган,,PL-9993,GPS65130021,"""Топсүрвэй"" ХХК",PL-9993,47.4680555555556,101.456666666667,1728.290,47,28,5.3642,101,27,24.9001,5260116.907,685145.860
121,Архангай ,Эрдэнэбулган,,GPS-6180,GPS65130022,"""Топсүрвэй"" ХХК",GPS-6180,47.4722222222222,101.449166666667,1733.896,47,28,20.3242,101,26,57.1409,5260560.358,684550.265
122,Архангай ,Эрдэнэбулган,,PL-999,GPS65130023,"""Топсүрвэй"" ХХК",PL-999,47.4791666666667,101.453055555556,1699.466,47,28,45.167,101,27,11.1996,5261336.502,684820.298
123,Архангай ,Эрдэнэбулган,,PL-442,GPS65130024,"""Топсүрвэй"" ХХК",PL-442,47.4525,101.475277777778,1705.486,47,27,9.9877,101,28,31.1334,5258451.518,686586.663
124,Архангай ,Эрдэнэбулган,,PL-229,GPS65130025,"""Топсүрвэй"" ХХК",PL-229,47.4605555555556,101.4725,1687.883,47,27,38.261,101,28,21.9707,5259318.164,686367.049
125,Архангай ,Эрдэнэбулган,,PL-421,GPS65130026,"""Топсүрвэй"" ХХК",PL-421,47.4663888888889,101.465833333333,1694.034,47,27,59.4774,101,27,57.4174,5259956.751,685832.259
126,Архангай ,Эрдэнэбулган,,GPS-6007,GPS65130027,"""Топсүрвэй"" ХХК",GPS-6007,47.4708333333333,101.463055555556,1691.791,47,28,15.4281,101,27,47.8374,5260442.764,685616.121
127,Архангай ,Эрдэнэбулган,,PL-4451,GPS65130028,"""Топсүрвэй"" ХХК",PL-4451,47.475,101.460555555556,1694.031,47,28,30.3718,101,27,38.216,5260897.676,685400.135
128,Архангай ,Эрдэнэбулган,,PL-552,GPS65130029,"""Топсүрвэй"" ХХК",PL-552,47.4772222222222,101.458611111111,1694.682,47,28,38.8601,101,27,31.2829,5261155.102,685246.742
129,Архангай ,Эрдэнэбулган,,PL-4477,GPS65130030,"""Топсүрвэй"" ХХК",PL-4477,47.4866666666667,101.467222222222,1785.310,47,29,12.1827,101,28,2.5294,5262204.454,685867.990
130,Баян-Өлгий ,Өлгий,,3331,GPS83120002,"""Триал минерал марк"" ХХК",ГЦТ3331   ,48.9772222222222,89.9356296388889,1719.971,48,58,38.0182,89,56,8.2667,5429077.605,714804.308
131,Баян-Өлгий ,Өлгий,,ПЦТ3366,GPS83120003,"""Триал минерал марк"" ХХК",ГЦТ3366,48.9852777777778,89.9799269444445,1729.945,48,59,7.2819,89,58,47.737,5430107.412,718009.722
132,Баян-Өлгий ,Өлгий,,ПЦТ3343,GPS83120004,"""Триал минерал марк"" ХХК",ГЦТ3343,48.9811111111111,89.9721689166667,1712.626,48,58,52.1181,89,58,19.8081,5429616.992,717460.559
133,Баян-Өлгий ,Өлгий,,Нивел0420,GPS83120005,"""Триал минерал марк"" ХХК",Нивел0420,48.9827777777778,89.9387275,1720.730,48,58,58.1786,89,56,19.419,5429708.801,715006.848
134,Баян-Өлгий ,Өлгий,,ПЦТ3342,GPS83120006,"""Триал минерал марк"" ХХК",ГЦТ3342,48.9875,89.9466159166667,1716.923,48,59,15.9175,89,56,47.8173,5430278.846,715562.649
135,Баян-Өлгий ,Өлгий,,ПЦТ3373,GPS83120007,"""Триал минерал марк"" ХХК",ГЦТ3373,48.9827777777778,89.9496728611111,1720.039,48,58,58.4426,89,56,58.8223,5429748.026,715807.233
136,Баян-Өлгий ,Өлгий,,ПЦТ3333,GPS83120008,"""Триал минерал марк"" ХХК",ГЦТ3333,48.9836111111111,89.9576173333333,1717.759,48,59,1.2181,89,57,27.4224,5429856.340,716385.063
137,Баян-Өлгий ,Өлгий,,ПЦТ3334,GPS83120009,"""Триал минерал марк"" ХХК",ГЦТ3334,48.9930555555556,89.9510049444445,1724.211,48,59,35.2091,89,57,3.6178,5430886.924,715860.526
