,aimag,sum,town,point_name,PID,mountCoLtd,centerID,Y,X,H_Baltic,B_gradWGS84,B_minWGS84,B_secWGS84,L_gradWGS84,L_minWGS84,L_secWGS84,N_UTM,E_UTM
854,Орхон,Баян-Өндөр,,29,GPS61020013,"""Онги хайрхан"" ХХК ",РР-029,48.9894444444444,104.016666666667,1375.368,48,59,22.29231,104,1,0.95717,5426756.987,428081.370
855,Орхон,Баян-Өндөр,,33,GPS61020014,"""Онги хайрхан"" ХХК ",ГЦТ-033,49.0569444444444,104.111666666667,1306.224,49,3,25.4637,104,6,42.0861,5434180.406,435101.442
856,Орхон,Баян-Өндөр,,40,GPS61020015,"""Онги хайрхан"" ХХК ",ГЦТ-040,49.0397222222222,104.078611111111,1370.289,49,2,23.68771,104,4,43.16543,5432301.619,432664.923
857,Орхон,Баян-Өндөр,,56,GPS61020016,"""Онги хайрхан"" ХХК ",ГЦТ-056,49.0725,104.084444444444,1360.216,49,4,21.81286,104,5,4.34852,5435943.998,433138.982
858,Орхон,Баян-Өндөр,,79,GPS61020017,"""Онги хайрхан"" ХХК ",РР-079,49.0025,104.003888888889,1341.508,49,0,9.678,104,0,14.35381,5428232.532,427153.537
859,Орхон,Баян-Өндөр,,95,GPS61020018,"""Онги хайрхан"" ХХК ",95,49.0352777777778,104.060277777778,1375.876,49,2,7.42923,104,3,37.64684,5431815.889,431328.629
860,Орхон,Баян-Өндөр,,111,GPS61020019,"""Онги хайрхан"" ХХК ",ГЦТ-0111,49.0102777777778,104.0025,1347.688,49,0,37.87379,104,0,9.6288,5429104.440,427068.984
861,Орхон,Баян-Өндөр,,115,GPS61020020,"""Онги хайрхан"" ХХК ",115,49.0213888888889,104.0125,1387.513,49,1,17.61546,104,0,45.93529,5430321.969,427822.427
862,Орхон,Баян-Өндөр,,134,GPS61020021,"""Онги хайрхан"" ХХК ",РР-134,49.0319444444444,104.001388888889,1437.608,49,1,55.86616,104,0,5.71594,5431513.788,427021.190
863,Орхон,Баян-Өндөр,,155,GPS61020022,"""Онги хайрхан"" ХХК ",РР-155,49.0147222222222,104.016111111111,1341.118,49,0,53.60399,104,0,58.49844,5429577.213,428067.953
864,Орхон,Баян-Өндөр,,167,GPS61020023,"""Онги хайрхан"" ХХК ",167,48.9886111111111,104.002777777778,1401.341,48,59,19.59458,104,0,10.25032,5426687.122,427049.854
865,Орхон,Баян-Өндөр,,173,GPS61020024,"""Онги хайрхан"" ХХК ",РР-173,49.0358333333333,104.018333333333,1476.498,49,2,9.22341,104,1,6.14377,5431910.234,428253.443
866,Орхон,Баян-Өндөр,,203,GPS61020025,"""Онги хайрхан"" ХХК ",203,49.0852777777778,104.100277777778,1344.427,49,5,7.68289,104,6,1.99264,5437346.430,434325.231
867,Орхон,Баян-Өндөр,,730,GPS61020026,"""Онги хайрхан"" ХХК ",РР-730,49.0308333333333,104.03,1396.918,49,1,51.63006,104,1,48.43623,5431355.930,429105.135
868,Орхон,Баян-Өндөр,,881,GPS61020027,"""Онги хайрхан"" ХХК ",ГЦТ-881,49.0644444444444,104.097222222222,1353.094,49,3,52.85093,104,5,50.35851,5435038.490,434061.756
869,Орхон,Баян-Өндөр,,999,GPS61020028,"""Онги хайрхан"" ХХК ",ГЦТ-999,49.0544444444444,104.152222222222,1241.170,49,3,16.33529,104,9,8.76695,5433864.465,438075.008
870,Орхон,Баян-Өндөр,,1073,GPS61020029,"""Онги хайрхан"" ХХК ",дугааргүй,48.9972222222222,104.0325,1392.388,48,59,50.97346,104,1,57.22647,5427627.932,429236.120
871,Орхон,Баян-Өндөр,,1231,GPS61020030,"""Онги хайрхан"" ХХК ",РР-1231,49.0055555555556,104.018333333333,1382.789,49,0,20.40849,104,1,6.34349,5428550.117,428214.031
872,Орхон,Баян-Өндөр,,1234,GPS61020031,"""Онги хайрхан"" ХХК ",РР-1234,48.9955555555556,104.007777777778,1374.658,48,59,44.29,104,0,28.73234,5427444.761,427435.401
873,Орхон,Баян-Өндөр,,1254,GPS61020032,"""Онги хайрхан"" ХХК ",РР-1254,49.0222222222222,104.000833333333,1369.968,49,1,20.34826,104,0,3.76928,5430417.561,426967.222
874,Орхон,Баян-Өндөр,,1467,GPS61020033,"""Онги хайрхан"" ХХК ",РР-1467,49.0283333333333,104.001111111111,1414.528,49,1,42.67137,104,0,4.08933,5431106.785,426982.795
875,Орхон,Баян-Өндөр,,1515,GPS61020034,"""Онги хайрхан"" ХХК ",РР-1515,49.0305555555556,103.984444444444,1388.598,49,1,50.54894,103,59,4.40845,5431366.119,425774.212
876,Орхон,Баян-Өндөр,,1532,GPS61020035,"""Онги хайрхан"" ХХК ",РР-1532,49.0205555555556,104.044166666667,1331.308,49,1,14.62202,104,2,39.70709,5430199.958,430131.764
877,Орхон,Баян-Өндөр,,1555,GPS61020036,"""Онги хайрхан"" ХХК ",РР-1555,49.0186111111111,103.987777777778,1406.428,49,1,7.29568,103,59,16.17553,5430027.322,425995.318
878,Орхон,Баян-Өндөр,,1571,GPS61020037,"""Онги хайрхан"" ХХК ",РР-1571,48.9958333333333,104.038611111111,1390.278,48,59,45.29018,104,2,19.52523,5427446.685,429686.964
879,Орхон,Баян-Өндөр,,1632,GPS61020038,"""Онги хайрхан"" ХХК ",РР-1632,48.9988888888889,104.0225,1398.978,48,59,56.74734,104,1,21.33801,5427815.562,428509.235
880,Орхон,Баян-Өндөр,,1865,GPS61020039,"""Онги хайрхан"" ХХК ",РР-1865,49.0030555555556,104.028888888889,1437.108,49,0,11.36889,104,1,44.86393,5428260.922,428992.996
881,Орхон,Баян-Өндөр,,1951,GPS61020040,"""Онги хайрхан"" ХХК ",РР-1951,49.0397222222222,104.026111111111,1500.518,49,2,23.99544,104,1,34.32083,5432359.005,428831.354
882,Орхон,Баян-Өндөр,,1965,GPS61020041,"""Онги хайрхан"" ХХК ",РР-1965,49.0033333333333,103.989166666667,1370.928,49,0,12.00581,103,59,21.79815,5428318.525,426086.781
883,Орхон,Баян-Өндөр,,2394,GPS61020042,"""Онги хайрхан"" ХХК ",РР-2394,49.0241666666667,104.019444444444,1388.718,49,1,27.66798,104,1,10.01295,5430626.039,428315.409
884,Орхон,Баян-Өндөр,,2756,GPS61020043,"""Онги хайрхан"" ХХК ",РР-2756,48.9886111111111,104.037777777778,1428.748,48,59,19.4227,104,2,16.72325,5426648.655,429619.912
885,Орхон,Баян-Өндөр,,4526,GPS61020044,"""Онги хайрхан"" ХХК ",ГЦТ-4526,49.0088888888889,103.997777777778,1348.496,49,0,32.61342,103,59,52.45854,5428946.601,426718.067
886,Орхон,Баян-Өндөр,,4967,GPS61020045,"""Онги хайрхан"" ХХК ",ГЦТ-4967,49.0325,104.085,1298.133,49,1,57.94641,104,5,6.6989,5431500.976,433133.080
887,Орхон,Баян-Өндөр,,5091,GPS61020046,"""Онги хайрхан"" ХХК ",ГЦТ-5091,49.0244444444444,104.079722222222,1316.769,49,1,28.81997,104,4,47.01319,5430606.419,432722.480
888,Орхон,Баян-Өндөр,,5092,GPS61020047,"""Онги хайрхан"" ХХК ",ГЦТ-5092,49.0291666666667,104.078333333333,1291.059,49,1,45.10392,104,4,42.33389,5431110.401,432633.564
889,Орхон,Баян-Өндөр,,5478,GPS61020048,"""Онги хайрхан"" ХХК ",ГЦТ-5478,49.0486111111111,104.02,1745.880,49,2,55.49909,104,1,12.60697,5433337.478,428403.115
890,Орхон,Баян-Өндөр,,5514,GPS61020049,"""Онги хайрхан"" ХХК ",ГЦТ-5514,49.065,104.1275,1257.655,49,3,54.64805,104,7,39.98361,5435067.954,436286.764
891,Орхон,Баян-Өндөр,,5749,GPS61020050,"""Онги хайрхан"" ХХК ",ГЦТ-5749,49.0491666666667,104.128611111111,1256.221,49,2,57.579,104,7,43.60717,5433304.871,436340.049
892,Орхон,Баян-Өндөр,,5778,GPS61020051,"""Онги хайрхан"" ХХК ",ГЦТ-5778,49.0727777777778,104.114166666667,1273.968,49,4,22.17948,104,6,51.22287,5435929.567,435307.318
893,Орхон,Баян-Өндөр,,6218,GPS61020052,"""Онги хайрхан"" ХХК ",ГЦТ-6218,49.0666666666667,104.185833333333,1292.397,49,4,0.04285,104,11,9.09801,5435187.366,440531.600
894,Орхон,Баян-Өндөр,,6411,GPS61020053,"""Онги хайрхан"" ХХК ",ГЦТ-6411,49.0780555555556,104.102777777778,1265.970,49,4,41.55408,104,6,10.55014,5436537.539,434489.251
895,Орхон,Баян-Өндөр,,6514,GPS61020054,"""Онги хайрхан"" ХХК ",ГЦТ-6514,49.0538888888889,104.162777777778,1317.014,49,3,14.6985,104,9,46.72354,5433805.369,438844.774
896,Орхон,Баян-Өндөр,,6517,GPS61020055,"""Онги хайрхан"" ХХК ",ГЦТ-6517,49.0363888888889,104.048055555556,1393.105,49,2,11.33853,104,2,53.54393,5431947.764,430434.734
897,Орхон,Баян-Өндөр,,6524,GPS61020056,"""Онги хайрхан"" ХХК ",ГЦТ-6524,49.0744444444445,104.0975,1274.834,49,4,28.67132,104,5,51.12231,5436144.407,434090.420
898,Орхон,Баян-Өндөр,,6535,GPS61020057,"""Онги хайрхан"" ХХК ",ГЦТ-6535,49.0575,104.163888888889,1276.274,49,3,27.81961,104,9,50.0428,5434209.793,438916.604
899,Орхон,Баян-Өндөр,,6605,GPS61020058,"""Онги хайрхан"" ХХК ",ГЦТ-6605,49.0241666666667,104.046944444444,1333.141,49,1,27.29871,104,2,49.6371,5430588.862,430338.341
900,Орхон,Баян-Өндөр,,6798,GPS61020059,"""Онги хайрхан"" ХХК ",ГЦТ-6798,49.075,104.060277777778,1392.165,49,4,30.28907,104,3,37.01341,5436227.411,431370.420
901,Орхон,Баян-Өндөр,,6859,GPS61020060,"""Онги хайрхан"" ХХК ",ГЦТ-6859,49.0494444444444,104.175833333333,1311.189,49,2,58.30686,104,10,33.75354,5433288.759,439793.754
902,Орхон,Баян-Өндөр,,6866,GPS61020061,"""Онги хайрхан"" ХХК ",ГЦТ-6866,49.0258333333333,104.090277777778,1304.537,49,1,33.5493,104,5,25.98387,5430742.914,433515.611
903,Орхон,Баян-Өндөр,,6915,GPS61020062,"""Онги хайрхан"" ХХК ",ГЦТ-6915,49.0319444444444,104.06,1339.521,49,1,55.85423,104,3,36.39981,5431458.780,431298.883
904,Орхон,Баян-Өндөр,,7005,GPS61020063,"""Онги хайрхан"" ХХК ",7005,48.9961111111111,103.986111111111,1427.282,48,59,46.51322,103,59,10.28864,5427534.468,425842.444
905,Орхон,Баян-Өндөр,,7057,GPS61020064,"""Онги хайрхан"" ХХК ",ГЦТ -7057,49.0719444444444,104.1225,1304.025,49,4,19.17012,104,7,21.45675,5435829.510,435919.609
906,Орхон,Баян-Өндөр,,11467,GPS61020065,"""Онги хайрхан"" ХХК ",РР-11467,49.0080555555556,104.040833333333,1352.948,49,0,29.52714,104,2,27.41145,5428810.636,429864.458
907,Орхон,Баян-Өндөр,,1571a,GPS61020066,"""Онги хайрхан"" ХХК ",РР-1571,49.0288888888889,104.006944444444,1425.568,49,1,44.31238,104,0,25.52041,5431151.745,427418.625
908,Орхон,Баян-Өндөр,,Jump,GPS61020067,"""Онги хайрхан"" ХХК ",дугааргүй,49.0430555555556,104.109444444444,1269.894,49,2,35.03256,104,6,34.82504,5432624.871,434935.806
909,Орхон,Баян-Өндөр,,Carier,GPS61020068,"""Онги хайрхан"" ХХК ",дугааргүй,49.0633333333333,104.192222222222,1342.858,49,3,48.69209,104,11,32.32241,5434831.825,440999.087
910,Орхон,Баян-Өндөр,,Skalny,GPS61020069,"""Онги хайрхан"" ХХК ",дугааргүй,49.0388888888889,104.068888888889,1424.135,49,2,20.68591,104,4,8.46346,5432217.527,431959.304
911,Орхон,Баян-Өндөр,,Taxilt,GPS61020070,"""Онги хайрхан"" ХХК ",дугааргүй,49.0552777777778,104.1025,1391.532,49,3,19.76288,104,6,9.32319,5434012.197,434434.476
912,Орхон,Баян-Өндөр,,Tseverleh,GPS61020071,"""Онги хайрхан"" ХХК ",дугааргүй,49.0711111111111,104.151388888889,1256.181,49,4,16.15791,104,9,5.83616,5435712.399,438036.193
913,Орхон,Баян-Өндөр,,Yurtochnii,GPS61020072,"""Онги хайрхан"" ХХК ",дугааргүй,49.0336111111111,104.034444444444,1424.888,49,2,1.98366,104,2,4.86049,5431671.384,429442.687
914,Орхон,Баян-Өндөр,,Stroiteli,GPS61020073,"""Онги хайрхан"" ХХК ",дугааргүй,49.0133333333333,104.034166666667,1398.257,49,0,48.39736,104,2,3.71387,5429399.427,429390.492
915,Орхон,Баян-Өндөр,,Naadam,GPS61020074,"""Онги хайрхан"" ХХК ",ПНИИИС,49.0122222222222,104.056388888889,1437.470,49,0,44.73794,104,3,23.52015,5429266.042,431010.072
916,Орхон,Баян-Өндөр,,Ochir tuv,GPS61020075,"""Онги хайрхан"" ХХК ",дугааргүй,49.0575,104.130555555556,1234.301,49,3,27.59913,104,7,50.93452,5434230.158,436499.390
917,Орхон,Баян-Өндөр,,Osbo,GPS61020076,"""Онги хайрхан"" ХХК ",дугааргүй,49.0633333333333,104.134722222222,1248.442,49,3,48.09442,104,8,5.46999,5434859.661,436801.591
918,Орхон,Баян-Өндөр,,N0005,GPS61020077,"""Онги хайрхан"" ХХК ",N0005,49.0477777777778,104.166944444444,1350.032,49,2,52.48508,104,10,1.69832,5433116.093,439141.152
919,Орхон,Баян-Өндөр,,N2,GPS61020078,"""Онги хайрхан"" ХХК ",N2,48.9833333333333,104.040555555556,1405.810,48,59,0.07089,104,2,26.15336,5426048.674,429803.998
920,Орхон,Баян-Өндөр,,Rp-0,GPS61020079,"""Онги хайрхан"" ХХК ",дугааргүй,49.0633333333333,104.137777777778,1247.101,49,3,48.06639,104,8,16.10428,5434856.338,437017.359
921,Орхон,Баян-Өндөр,,Rp-e,GPS61020080,"""Онги хайрхан"" ХХК ",дугааргүй,49.0491666666667,104.128611111111,1256.439,49,2,57.30147,104,7,43.39429,5433296.352,436335.625
922,Орхон,Баян-Өндөр,,22_0020,GPS61020081,"""Онги хайрхан"" ХХК ",ГЦХ 00-0020,49.0397222222222,104.008055555556,1521.526,49,2,23.4541,104,0,29.47046,5432359.345,427514.629
923,Орхон,Баян-Өндөр,,44_0018,GPS61020082,"""Онги хайрхан"" ХХК ",ГЦХ 44-0018,49.0125,104.006388888889,1347.525,49,0,45.77183,104,0,23.5364,5429344.616,427354.675
924,Орхон,Баян-Өндөр,,44_0054,GPS61020083,"""Онги хайрхан"" ХХК ",ГЦХ 44-0054,49.0302777777778,104.055277777778,1333.095,49,1,49.60294,104,3,19.34422,5431270.048,430950.182
925,Орхон,Баян-Өндөр,,44_0055,GPS61020084,"""Онги хайрхан"" ХХК ",ГЦХ 44-0055,49.0311111111111,104.045277777778,1362.099,49,1,52.81974,104,2,43.71723,5431378.432,430228.039
926,Орхон,Баян-Өндөр,,44_0073,GPS61020085,"""Онги хайрхан"" ХХК ",РР-44_0073,49.0241666666667,104.061111111111,1308.219,49,1,27.61299,104,3,40.22813,5430585.761,431365.822
927,Орхон,Баян-Өндөр,,44_0103,GPS61020086,"""Онги хайрхан"" ХХК ",ГЦХ 44-0103,49.0283333333333,103.997222222222,1394.304,49,1,42.51482,103,59,50.2664,5431105.652,426702.052
928,Орхон,Баян-Өндөр,,62_0003,GPS61020087,"""Онги хайрхан"" ХХК ",ГЦХ 62-0003,49.0302777777778,104.015555555556,1426.067,49,1,49.28859,104,0,56.17335,5431297.294,428043.031
929,Орхон,Баян-Өндөр,,62_0022,GPS61020088,"""Онги хайрхан"" ХХК ",ГЦХ 62-0022,49.0036111111111,103.973611111111,1410.718,49,0,13.53066,103,58,25.38666,5428380.987,424941.383
930,Орхон,Баян-Өндөр,,62_0056,GPS61020089,"""Онги хайрхан"" ХХК ",ГЦХ 62-0056,49.0408333333333,104.048333333333,1425.828,49,2,27.49121,104,2,54.02037,5432446.419,430450.667
931,Орхон,Баян-Өндөр,,62_0058,GPS61020090,"""Онги хайрхан"" ХХК ",ГЦХ 62-0058,49.04,104.054166666667,1379.396,49,2,24.22141,104,3,15.75372,5432339.934,430890.599
932,Орхон,Баян-Өндөр,,62_0069,GPS61020091,"""Онги хайрхан"" ХХК ",РР-62_0069,49.0261111111111,104.0275,1376.632,49,1,34.95667,104,1,39.30985,5430843.448,428913.227
933,Орхон,Жаргалант,,10,GPS61010002,"""Онги хайрхан"" ХХК ",10,49.0552777777778,104.389722222222,1090.711,49,3,19.53514,104,23,23.6145,5433796.570,455424.883
934,Орхон,Жаргалант,,6248,GPS61010003,"""Онги хайрхан"" ХХК ",ГЦТ-6248,49.0575,104.411666666667,1042.268,49,3,27.93175,104,24,42.23061,5434043.248,457022.381
935,Орхон,Жаргалант,,6396,GPS61010004,"""Онги хайрхан"" ХХК ",ГЦТ-6396,49.0558333333333,104.396111111111,1083.080,49,3,21.76505,104,23,46.83155,5433861.658,455896.613
936,Орхон,Жаргалант,,6767,GPS61010005,"""Онги хайрхан"" ХХК ",ГЦТ-6767,49.0627777777778,104.416666666667,1053.062,49,3,46.1798,104,25,0.14495,5434603.928,457390.263
937,Орхон,Жаргалант,,6900,GPS61010006,"""Онги хайрхан"" ХХК ",ГЦТ-6900,49.0711111111111,104.408055555556,1080.072,49,4,16.65907,104,24,29.98585,5435549.849,456785.628
938,Өвөрхангай ,Арвайхээр,,Цагуур,GPS62160002,"""Спэйшл моделинг"" ХХК",,46.2586111111111,102.788888888889,1812.817,46,15,31.87647,102,47,20.62329,5125184.466,329603.851
939,Өвөрхангай ,Арвайхээр,,ГЦТ-5174,GPS62160003,"""Спэйшл моделинг"" ХХК",ГЦТ-5174,46.2488888888889,102.768888888889,1840.270,46,14,56.69593,102,46,8.14938,5124142.148,328021.787
940,Өвөрхангай ,Арвайхээр,,ГЦТ-5305,GPS62160004,"""Спэйшл моделинг"" ХХК",ГЦТ-5305,46.2611111111111,102.758055555556,1934.239,46,15,40.3542,102,45,29.68161,5125512.825,327236.238
941,Өвөрхангай ,Арвайхээр,,ГХГЗЗГ-6016,GPS62160005,"""Спэйшл моделинг"" ХХК",ГХГЗЗГ-6016,46.2475,102.785833333333,1797.880,46,14,51.13697,102,47,9.43635,5123933.790,329329.246
942,Өвөрхангай ,Арвайхээр,,ГЦТ-5208,GPS62160006,"""Спэйшл моделинг"" ХХК",ГЦТ-5208,46.2463888888889,102.773333333333,1822.939,46,14,47.27166,102,46,24.7733,5123841.276,328369.563
943,Өвөрхангай ,Арвайхээр,,ГХГЗЗГ-6089,GPS62160007,"""Спэйшл моделинг"" ХХК",ГХГЗЗГ-6089,46.2633333333333,102.759166666667,1896.073,46,15,48.14338,102,45,33.61488,5125750.845,327327.232
944,Өвөрхангай ,Арвайхээр,,ГЦТ-6331,GPS62160008,"""Спэйшл моделинг"" ХХК",ГЦТ-6331,46.2355555555556,102.782777777778,1794.646,46,14,8.29638,102,46,58.86486,5122617.912,329065.917
945,Өвөрхангай ,Арвайхээр,,ГЦТ-1658,GPS62160009,"""Спэйшл моделинг"" ХХК",ГЦТ-1658,46.2552777777778,102.7625,1889.722,46,15,19.30699,102,45,45.96692,5124853.386,327566.520
946,Өвөрхангай ,Арвайхээр,,ГЦТ-5230,GPS62160010,"""Спэйшл моделинг"" ХХК",ГЦТ-5230,46.2625,102.78,1829.879,46,15,45.43855,102,46,48.6779,5125622.152,328931.693
947,Өвөрхангай ,Арвайхээр,,ГЦТ-5131,GPS62160011,"""Спэйшл моделинг"" ХХК",ГЦТ-5131,46.2566666666667,102.775833333333,1831.887,46,15,24.51411,102,46,33.50568,5124985.456,328588.792
948,Өвөрхангай ,Арвайхээр,,ГЦТ-5250,GPS62160012,"""Спэйшл моделинг"" ХХК",ГЦТ-5250,46.2452777777778,102.793333333333,1785.026,46,14,43.31686,102,47,36.54235,5123676.254,329902.927
949,Өвөрхангай ,Арвайхээр,,ГЦТ-5301,GPS62160013,"""Спэйшл моделинг"" ХХК",ГЦТ-5301,46.2613888888889,102.7725,1837.987,46,15,41.56022,102,46,21.97304,5125518.490,328356.678
950,Өвөрхангай ,Арвайхээр,,ГЦТ-092,GPS62160014,"""Спэйшл моделинг"" ХХК",ГЦТ-092,46.2588888888889,102.768611111111,1850.218,46,15,32.36623,102,46,7.52474,5125243.431,328039.399
951,Өвөрхангай ,Арвайхээр,,ГХГЗЗГ-6228,GPS62160015,"""Спэйшл моделинг"" ХХК",ГХГЗЗГ-6228,46.2705555555556,102.799166666667,1824.389,46,16,14.59868,102,47,57.74688,5126480.906,330435.194
952,Өвөрхангай ,Арвайхээр,,ГЦТ-3578,GPS62160016,"""Спэйшл моделинг"" ХХК",ГЦТ-3578,46.2761111111111,102.786666666667,1846.380,46,16,34.22705,102,47,12.76091,5127113.518,329489.271
953,Өвөрхангай ,Арвайхээр,,ГЦТ-5182,GPS62160017,"""Спэйшл моделинг"" ХХК",ГЦТ-5182,46.2669444444444,102.780277777778,1835.288,46,16,1.87881,102,46,49.56081,5126129.026,328964.803
954,Өвөрхангай ,Арвайхээр,,ГЦТ-5193,GPS62160018,"""Спэйшл моделинг"" ХХК",ГЦТ-5193,46.2769444444445,102.755833333333,1915.624,46,16,37.99903,102,45,21.71982,5127296.767,327116.176
955,Өвөрхангай ,Арвайхээр,,ГЦТ-5213,GPS62160019,"""Спэйшл моделинг"" ХХК",ГЦТ-5213,46.2633333333333,102.796944444444,1805.716,46,15,48.16376,102,47,49.02587,5125670.218,330225.858
956,Өвөрхангай ,Арвайхээр,,ГЦТ-5325,GPS62160020,"""Спэйшл моделинг"" ХХК",ГЦТ-5325,46.2752777777778,102.758611111111,1932.066,46,16,31.32219,102,45,31.23323,5127084.934,327313.940
957,Өвөрхангай ,Арвайхээр,,ГЦТ-4113,GPS62160021,"""Спэйшл моделинг"" ХХК",ГЦТ-4113,46.2619444444445,102.789166666667,1817.523,46,15,43.40319,102,47,21.79397,5125539.521,329638.834
958,Өвөрхангай ,Арвайхээр,,ГЦТ-5239,GPS62160022,"""Спэйшл моделинг"" ХХК",ГЦТ-5239,46.2669444444444,102.819722222222,1782.111,46,16,1.78232,102,49,11.75673,5126041.568,332008.358
959,Өвөрхангай ,Арвайхээр,,ГЦТ-6099,GPS62160023,"""Спэйшл моделинг"" ХХК",ГЦТ-6099,46.2775,102.786388888889,1849.430,46,16,39.98615,102,47,11.47774,5127292.031,329466.775
960,Өвөрхангай ,Хархорин,,ПЦ-6,GPS62090002,"""Спэйшл моделинг"" ХХК",ПЦ-6,47.2019444444445,102.846666666667,1460.631,47,12,7.50563,102,50,48.94302,5229870.124,336932.617
961,Өвөрхангай ,Хархорин,,ГЦТ-0021,GPS62090003,"""Спэйшл моделинг"" ХХК",ГЦТ-0021,47.1997222222222,102.835,1466.644,47,11,59.06269,102,50,6.76067,5229634.055,336037.985
962,Өвөрхангай ,Хархорин,,5032,GPS62090004,"""Спэйшл моделинг"" ХХК",5032,47.1833333333333,102.848055555556,1576.306,47,11,0.73489,102,50,53.79682,5227806.239,336977.915
963,Өвөрхангай ,Хархорин,,5033,GPS62090005,"""Спэйшл моделинг"" ХХК",5033,47.1822222222222,102.815833333333,1509.066,47,10,56.33849,102,48,57.13052,5227738.709,334518.916
964,Өвөрхангай ,Хархорин,,5034,GPS62090006,"""Спэйшл моделинг"" ХХК",5034,47.2194444444444,102.8225,1460.429,47,13,10.10313,102,49,21.08921,5231853.650,335138.324
965,Өвөрхангай ,Хархорин,,ГЦТ-5141,GPS62090007,"""Спэйшл моделинг"" ХХК",ГЦТ-5141,47.1866666666667,102.860277777778,1492.067,47,11,12.21892,102,51,37.97059,5228135.178,337917.252
966,Өвөрхангай ,Хархорин,,ГЦТ-5145,GPS62090008,"""Спэйшл моделинг"" ХХК",ГЦТ-5145,47.2041666666667,102.8275,1467.663,47,12,15.55863,102,49,39.80387,5230159.006,335485.033
967,Өвөрхангай ,Хархорин,,ГЦТ-5222,GPS62090009,"""Спэйшл моделинг"" ХХК",ГЦТ-5222,47.1791666666667,102.834444444444,1577.290,47,10,45.59877,102,50,4.70818,5227367.583,335931.903
968,Өвөрхангай ,Хархорин,,X45,GPS62090010,"""Спэйшл моделинг"" ХХК",X45,47.1813888888889,102.796944444444,1530.875,47,10,53.40242,102,47,49.74247,5227687.924,333098.170
969,Өвөрхангай ,Хархорин,,M46,GPS62090011,"""Спэйшл моделинг"" ХХК",M46,47.2019444444445,102.794722222222,1516.140,47,12,7.52439,102,47,41.80254,5229980.620,332995.702
970,Өвөрхангай ,Хархорин,,ГЦХ-0085,GPS62090012,"""Спэйшл моделинг"" ХХК",ГЦХ-0085,47.1941666666667,102.814722222222,1473.599,47,11,39.5714,102,48,53.94145,5229075.090,334489.154
971,Өвөрхангай ,Хархорин,,ГЦТ-5216,GPS62090013,"""Спэйшл моделинг"" ХХК",ГЦТ-5216,47.1897222222222,102.816944444444,1479.955,47,11,23.98249,102,49,1.38396,5228589.514,334632.291
972,Өвөрхангай ,Хархорин,,ГЦТ-5307,GPS62090014,"""Спэйшл моделинг"" ХХК",ГЦТ-5307,47.1925,102.811944444444,1474.841,47,11,33.61468,102,48,43.22617,5228897.535,334258.547
973,Өвөрхангай ,Хархорин,,ГЦТ-5218,GPS62090015,"""Спэйшл моделинг"" ХХК",ГЦТ-5218,47.0447222222222,102.95,1601.993,47,2,41.02438,102,57,0.15774,5212173.903,344283.340
974,Өвөрхангай ,Хархорин,,ГЦТ-3597,GPS62090016,"""Спэйшл моделинг"" ХХК",ГЦТ-3597,47.0563888888889,102.954722222222,1611.485,47,3,23.8796,102,57,17.34252,5213487.241,344680.509
975,Өвөрхангай ,Баянгол,,ГХГЗЗГ-6051,GPS62060002,"""Спэйшл моделинг"" ХХК",ГХГЗЗГ-6051,45.8013888888889,103.426111111111,1473.916,45,48,5.72131,103,25,34.96058,5073207.138,377716.417
976,Өвөрхангай ,Баянгол,,ГЦТ-5248,GPS62060003,"""Спэйшл моделинг"" ХХК",ГЦТ-5248,45.8108333333333,103.444166666667,1458.528,45,48,39.48237,103,26,39.93676,5074221.595,379139.248
977,Өвөрхангай ,Баянгол,,ГЦТ-5165,GPS62060004,"""Спэйшл моделинг"" ХХК",ГЦТ-5165,45.8080555555556,103.448333333333,1457.522,45,48,29.56248,103,26,54.96579,5073909.143,379457.658
978,Өвөрхангай ,Баянгол,,ГЦТ-5142,GPS62060005,"""Спэйшл моделинг"" ХХК",ГЦТ-5142,45.8052777777778,103.455277777778,1456.140,45,48,19.0702,103,27,19.35735,5073575.133,379977.840
979,Өвөрхангай ,Баянгол,,ГЦТ-5412,GPS62060006,"""Спэйшл моделинг"" ХХК",ГЦТ-5412,45.8036111111111,103.448611111111,1456.179,45,48,13.81648,103,26,55.15087,5073423.118,379452.217
980,Өвөрхангай ,Төгрөг,,ГХГЗЗГ-6188,GPS62080002,"""Спэйшл моделинг"" ХХК",ГХГЗЗГ-6188,45.5433333333333,102.998888888889,1415.626,45,32,36.6862,102,59,56.9607,5045279.021,343801.481
981,Өвөрхангай ,Төгрөг,,ГЦТ-5190,GPS62080003,"""Спэйшл моделинг"" ХХК",ГЦТ-5190,45.5375,102.996388888889,1406.897,45,32,15.39058,102,59,47.15994,5044627.138,343572.543
982,Өвөрхангай ,Төгрөг,,ГЦТ-5321,GPS62080004,"""Спэйшл моделинг"" ХХК",ГЦТ-5321,45.5438888888889,102.991666666667,1403.539,45,32,38.04929,102,59,30.51103,5045335.415,343228.974
983,Өвөрхангай ,Төгрөг,,ГЦТ-5130,GPS62080005,"""Спэйшл моделинг"" ХХК",ГЦТ-5130,45.5377777777778,102.990555555556,1398.127,45,32,16.70277,102,59,26.34551,5044678.919,343122.150
