"[BAG]Баг, хороо","Баг, хороо",[AGE_GROUP5]Насны бүлэг,Насны бүлэг,2020 Жил,code
181,Завхан,2,0-4,7867,81
181,Завхан,3,5-9,7667,81
181,Завхан,4,10-14,7224,81
181,Завхан,5,15-19,5490,81
181,Завхан,6,20-24,6028,81
181,Завхан,7,25-29,5450,81
181,Завхан,8,30-34,4875,81
181,Завхан,9,35-39,5164,81
181,Завхан,10,40-44,5208,81
181,Завхан,11,45-49,4821,81
181,Завхан,12,50-54,4265,81
181,Завхан,13,55-59,3326,81
181,Завхан,14,60-64,2437,81
181,Завхан,15,65-69,1225,81
181,Завхан,16,70+,2184,81
182,Говь-Алтай,2,0-4,6449,82
182,Говь-Алтай,3,5-9,6094,82
182,Говь-Алтай,4,10-14,5479,82
182,Говь-Алтай,5,15-19,4780,82
182,Говь-Алтай,6,20-24,4911,82
182,Говь-Алтай,7,25-29,4275,82
182,Говь-Алтай,8,30-34,4227,82
182,Говь-Алтай,9,35-39,4259,82
182,Говь-Алтай,10,40-44,4032,82
182,Говь-Алтай,11,45-49,3817,82
182,Говь-Алтай,12,50-54,3281,82
182,Говь-Алтай,13,55-59,2500,82
182,Говь-Алтай,14,60-64,1798,82
182,Говь-Алтай,15,65-69,961,82
182,Говь-Алтай,16,70+,1480,82
183,Баян-Өлгий,2,0-4,14367,83
183,Баян-Өлгий,3,5-9,12629,83
183,Баян-Өлгий,4,10-14,10629,83
183,Баян-Өлгий,5,15-19,9743,83
183,Баян-Өлгий,6,20-24,8670,83
183,Баян-Өлгий,7,25-29,9098,83
183,Баян-Өлгий,8,30-34,8219,83
183,Баян-Өлгий,9,35-39,6832,83
183,Баян-Өлгий,10,40-44,6041,83
183,Баян-Өлгий,11,45-49,5407,83
183,Баян-Өлгий,12,50-54,4411,83
183,Баян-Өлгий,13,55-59,3581,83
183,Баян-Өлгий,14,60-64,2636,83
183,Баян-Өлгий,15,65-69,1379,83
183,Баян-Өлгий,16,70+,2211,83
184,Ховд,2,0-4,11180,84
184,Ховд,3,5-9,10645,84
184,Ховд,4,10-14,8560,84
184,Ховд,5,15-19,7240,84
184,Ховд,6,20-24,7884,84
184,Ховд,7,25-29,7077,84
184,Ховд,8,30-34,6591,84
184,Ховд,9,35-39,5671,84
184,Ховд,10,40-44,5409,84
184,Ховд,11,45-49,4981,84
184,Ховд,12,50-54,4306,84
184,Ховд,13,55-59,3505,84
184,Ховд,14,60-64,2497,84
184,Ховд,15,65-69,1373,84
184,Ховд,16,70+,2055,84
185,Увс,2,0-4,10350,85
185,Увс,3,5-9,9761,85
185,Увс,4,10-14,8660,85
185,Увс,5,15-19,7177,85
185,Увс,6,20-24,7363,85
185,Увс,7,25-29,6780,85
185,Увс,8,30-34,5927,85
185,Увс,9,35-39,5413,85
185,Увс,10,40-44,4965,85
185,Увс,11,45-49,4699,85
185,Увс,12,50-54,4450,85
185,Увс,13,55-59,3461,85
185,Увс,14,60-64,2294,85
185,Увс,15,65-69,1177,85
185,Увс,16,70+,1817,85
261,Орхон,2,0-4,11996,61
261,Орхон,3,5-9,11842,61
261,Орхон,4,10-14,9120,61
261,Орхон,5,15-19,6397,61
261,Орхон,6,20-24,6722,61
261,Орхон,7,25-29,8464,61
261,Орхон,8,30-34,9484,61
261,Орхон,9,35-39,7914,61
261,Орхон,10,40-44,6671,61
261,Орхон,11,45-49,6574,61
261,Орхон,12,50-54,6266,61
261,Орхон,13,55-59,5642,61
261,Орхон,14,60-64,3793,61
261,Орхон,15,65-69,1786,61
261,Орхон,16,70+,2690,61
262,Өвөрхангай,2,0-4,13327,62
262,Өвөрхангай,3,5-9,12796,62
262,Өвөрхангай,4,10-14,10911,62
262,Өвөрхангай,5,15-19,8823,62
262,Өвөрхангай,6,20-24,9682,62
262,Өвөрхангай,7,25-29,8806,62
262,Өвөрхангай,8,30-34,9047,62
262,Өвөрхангай,9,35-39,8175,62
262,Өвөрхангай,10,40-44,7791,62
262,Өвөрхангай,11,45-49,7176,62
262,Өвөрхангай,12,50-54,6175,62
262,Өвөрхангай,13,55-59,5026,62
262,Өвөрхангай,14,60-64,3555,62
262,Өвөрхангай,15,65-69,2118,62
262,Өвөрхангай,16,70+,3377,62
263,Булган,2,0-4,6341,63
263,Булган,3,5-9,6484,63
263,Булган,4,10-14,5506,63
263,Булган,5,15-19,4129,63
263,Булган,6,20-24,4645,63
263,Булган,7,25-29,4411,63
263,Булган,8,30-34,4256,63
263,Булган,9,35-39,4220,63
263,Булган,10,40-44,4305,63
263,Булган,11,45-49,4230,63
263,Булган,12,50-54,3910,63
263,Булган,13,55-59,3255,63
263,Булган,14,60-64,2551,63
263,Булган,15,65-69,1412,63
263,Булган,16,70+,1861,63
264,Баянхонгор,2,0-4,10729,64
264,Баянхонгор,3,5-9,10351,64
264,Баянхонгор,4,10-14,8168,64
264,Баянхонгор,5,15-19,6476,64
264,Баянхонгор,6,20-24,7479,64
264,Баянхонгор,7,25-29,7086,64
264,Баянхонгор,8,30-34,7526,64
264,Баянхонгор,9,35-39,6286,64
264,Баянхонгор,10,40-44,5873,64
264,Баянхонгор,11,45-49,5212,64
264,Баянхонгор,12,50-54,4479,64
264,Баянхонгор,13,55-59,3526,64
264,Баянхонгор,14,60-64,2522,64
264,Баянхонгор,15,65-69,1376,64
264,Баянхонгор,16,70+,2240,64
265,Архангай,2,0-4,10608,65
265,Архангай,3,5-9,10600,65
265,Архангай,4,10-14,8767,65
265,Архангай,5,15-19,7125,65
265,Архангай,6,20-24,8050,65
265,Архангай,7,25-29,7240,65
265,Архангай,8,30-34,7176,65
265,Архангай,9,35-39,6431,65
265,Архангай,10,40-44,6391,65
265,Архангай,11,45-49,5888,65
265,Архангай,12,50-54,5221,65
265,Архангай,13,55-59,4163,65
265,Архангай,14,60-64,3031,65
265,Архангай,15,65-69,1781,65
265,Архангай,16,70+,2595,65
267,Хөвсгөл,2,0-4,15001,67
267,Хөвсгөл,3,5-9,15475,67
267,Хөвсгөл,4,10-14,12839,67
267,Хөвсгөл,5,15-19,10018,67
267,Хөвсгөл,6,20-24,10523,67
267,Хөвсгөл,7,25-29,10747,67
267,Хөвсгөл,8,30-34,10802,67
267,Хөвсгөл,9,35-39,9345,67
267,Хөвсгөл,10,40-44,8965,67
267,Хөвсгөл,11,45-49,8562,67
267,Хөвсгөл,12,50-54,7395,67
267,Хөвсгөл,13,55-59,6202,67
267,Хөвсгөл,14,60-64,4448,67
267,Хөвсгөл,15,65-69,2340,67
267,Хөвсгөл,16,70+,3396,67
341,Төв,2,0-4,10400,41
341,Төв,3,5-9,10439,41
341,Төв,4,10-14,8402,41
341,Төв,5,15-19,6278,41
341,Төв,6,20-24,6350,41
341,Төв,7,25-29,6557,41
341,Төв,8,30-34,7073,41
341,Төв,9,35-39,6674,41
341,Төв,10,40-44,6372,41
341,Төв,11,45-49,5926,41
341,Төв,12,50-54,5296,41
341,Төв,13,55-59,4750,41
341,Төв,14,60-64,3780,41
341,Төв,15,65-69,2114,41
341,Төв,16,70+,2921,41
342,Говьсүмбэр,2,0-4,2239,42
342,Говьсүмбэр,3,5-9,2295,42
342,Говьсүмбэр,4,10-14,1728,42
342,Говьсүмбэр,5,15-19,1196,42
342,Говьсүмбэр,6,20-24,1282,42
342,Говьсүмбэр,7,25-29,1430,42
342,Говьсүмбэр,8,30-34,1559,42
342,Говьсүмбэр,9,35-39,1305,42
342,Говьсүмбэр,10,40-44,1120,42
342,Говьсүмбэр,11,45-49,1012,42
342,Говьсүмбэр,12,50-54,900,42
342,Говьсүмбэр,13,55-59,729,42
342,Говьсүмбэр,14,60-64,522,42
342,Говьсүмбэр,15,65-69,286,42
342,Говьсүмбэр,16,70+,405,42
343,Сэлэнгэ,2,0-4,11713,43
343,Сэлэнгэ,3,5-9,11666,43
343,Сэлэнгэ,4,10-14,9922,43
343,Сэлэнгэ,5,15-19,7646,43
343,Сэлэнгэ,6,20-24,7834,43
343,Сэлэнгэ,7,25-29,7858,43
343,Сэлэнгэ,8,30-34,8589,43
343,Сэлэнгэ,9,35-39,7713,43
343,Сэлэнгэ,10,40-44,7418,43
343,Сэлэнгэ,11,45-49,7052,43
343,Сэлэнгэ,12,50-54,6400,43
343,Сэлэнгэ,13,55-59,5481,43
343,Сэлэнгэ,14,60-64,4097,43
343,Сэлэнгэ,15,65-69,2211,43
343,Сэлэнгэ,16,70+,2770,43
344,Дорноговь,2,0-4,7966,44
344,Дорноговь,3,5-9,8330,44
344,Дорноговь,4,10-14,6660,44
344,Дорноговь,5,15-19,4951,44
344,Дорноговь,6,20-24,5002,44
344,Дорноговь,7,25-29,5492,44
344,Дорноговь,8,30-34,6512,44
344,Дорноговь,9,35-39,5703,44
344,Дорноговь,10,40-44,4925,44
344,Дорноговь,11,45-49,4228,44
344,Дорноговь,12,50-54,3590,44
344,Дорноговь,13,55-59,2968,44
344,Дорноговь,14,60-64,2202,44
344,Дорноговь,15,65-69,1196,44
344,Дорноговь,16,70+,1508,44
345,Дархан-Уул,2,0-4,11841,45
345,Дархан-Уул,3,5-9,11704,45
345,Дархан-Уул,4,10-14,9370,45
345,Дархан-Уул,5,15-19,6551,45
345,Дархан-Уул,6,20-24,6992,45
345,Дархан-Уул,7,25-29,7867,45
345,Дархан-Уул,8,30-34,8784,45
345,Дархан-Уул,9,35-39,7461,45
345,Дархан-Уул,10,40-44,6940,45
345,Дархан-Уул,11,45-49,6478,45
345,Дархан-Уул,12,50-54,5782,45
345,Дархан-Уул,13,55-59,5070,45
345,Дархан-Уул,14,60-64,3675,45
345,Дархан-Уул,15,65-69,2028,45
345,Дархан-Уул,16,70+,3037,45
346,Өмнөговь,2,0-4,8934,46
346,Өмнөговь,3,5-9,8360,46
346,Өмнөговь,4,10-14,6203,46
346,Өмнөговь,5,15-19,4720,46
346,Өмнөговь,6,20-24,5215,46
346,Өмнөговь,7,25-29,5760,46
346,Өмнөговь,8,30-34,6964,46
346,Өмнөговь,9,35-39,5824,46
346,Өмнөговь,10,40-44,4534,46
346,Өмнөговь,11,45-49,3975,46
346,Өмнөговь,12,50-54,3293,46
346,Өмнөговь,13,55-59,2859,46
346,Өмнөговь,14,60-64,1859,46
346,Өмнөговь,15,65-69,1000,46
346,Өмнөговь,16,70+,1748,46
348,Дундговь,2,0-4,5577,48
348,Дундговь,3,5-9,4684,48
348,Дундговь,4,10-14,4255,48
348,Дундговь,5,15-19,3554,48
348,Дундговь,6,20-24,3730,48
348,Дундговь,7,25-29,3521,48
348,Дундговь,8,30-34,3503,48
348,Дундговь,9,35-39,3375,48
348,Дундговь,10,40-44,3215,48
348,Дундговь,11,45-49,2831,48
348,Дундговь,12,50-54,2500,48
348,Дундговь,13,55-59,2187,48
348,Дундговь,14,60-64,1745,48
348,Дундговь,15,65-69,966,48
348,Дундговь,16,70+,1631,48
421,Дорнод,2,0-4,10260,21
421,Дорнод,3,5-9,9627,21
421,Дорнод,4,10-14,7642,21
421,Дорнод,5,15-19,5394,21
421,Дорнод,6,20-24,5525,21
421,Дорнод,7,25-29,6288,21
421,Дорнод,8,30-34,7312,21
421,Дорнод,9,35-39,6309,21
421,Дорнод,10,40-44,5598,21
421,Дорнод,11,45-49,4914,21
421,Дорнод,12,50-54,4180,21
421,Дорнод,13,55-59,3841,21
421,Дорнод,14,60-64,2988,21
421,Дорнод,15,65-69,1640,21
421,Дорнод,16,70+,1955,21
422,Сүхбаатар,2,0-4,7784,22
422,Сүхбаатар,3,5-9,7334,22
422,Сүхбаатар,4,10-14,5546,22
422,Сүхбаатар,5,15-19,4379,22
422,Сүхбаатар,6,20-24,4765,22
422,Сүхбаатар,7,25-29,5007,22
422,Сүхбаатар,8,30-34,5294,22
422,Сүхбаатар,9,35-39,4924,22
422,Сүхбаатар,10,40-44,4611,22
422,Сүхбаатар,11,45-49,3887,22
422,Сүхбаатар,12,50-54,3301,22
422,Сүхбаатар,13,55-59,2677,22
422,Сүхбаатар,14,60-64,2143,22
422,Сүхбаатар,15,65-69,1196,22
422,Сүхбаатар,16,70+,1459,22
423,Хэнтий,2,0-4,9044,23
423,Хэнтий,3,5-9,8661,23
423,Хэнтий,4,10-14,7178,23
423,Хэнтий,5,15-19,5926,23
423,Хэнтий,6,20-24,5894,23
423,Хэнтий,7,25-29,5975,23
423,Хэнтий,8,30-34,5872,23
423,Хэнтий,9,35-39,5560,23
423,Хэнтий,10,40-44,5429,23
423,Хэнтий,11,45-49,4646,23
423,Хэнтий,12,50-54,4157,23
423,Хэнтий,13,55-59,3680,23
423,Хэнтий,14,60-64,2827,23
423,Хэнтий,15,65-69,1615,23
423,Хэнтий,16,70+,2043,23
511,Улаанбаатар,2,0-4,178135,11
511,Улаанбаатар,3,5-9,185422,11
511,Улаанбаатар,4,10-14,130741,11
511,Улаанбаатар,5,15-19,85910,11
511,Улаанбаатар,6,20-24,88472,11
511,Улаанбаатар,7,25-29,111962,11
511,Улаанбаатар,8,30-34,152045,11
511,Улаанбаатар,9,35-39,122644,11
511,Улаанбаатар,10,40-44,102791,11
511,Улаанбаатар,11,45-49,89050,11
511,Улаанбаатар,12,50-54,73534,11
511,Улаанбаатар,13,55-59,63589,11
511,Улаанбаатар,14,60-64,47955,11
511,Улаанбаатар,15,65-69,26930,11
511,Улаанбаатар,16,70+,39960,11
18101,Улиастай,2,0-4,1745,8101
18101,Улиастай,3,5-9,1799,8101
18101,Улиастай,4,10-14,1569,8101
18101,Улиастай,5,15-19,1122,8101
18101,Улиастай,6,20-24,1149,8101
18101,Улиастай,7,25-29,1253,8101
18101,Улиастай,8,30-34,1166,8101
18101,Улиастай,9,35-39,1164,8101
18101,Улиастай,10,40-44,1056,8101
18101,Улиастай,11,45-49,1034,8101
18101,Улиастай,12,50-54,1010,8101
18101,Улиастай,13,55-59,857,8101
18101,Улиастай,14,60-64,647,8101
18101,Улиастай,15,65-69,284,8101
18101,Улиастай,16,70+,542,8101
18104,Алдархаан,2,0-4,327,8104
18104,Алдархаан,3,5-9,289,8104
18104,Алдархаан,4,10-14,248,8104
18104,Алдархаан,5,15-19,246,8104
18104,Алдархаан,6,20-24,208,8104
18104,Алдархаан,7,25-29,243,8104
18104,Алдархаан,8,30-34,184,8104
18104,Алдархаан,9,35-39,232,8104
18104,Алдархаан,10,40-44,245,8104
18104,Алдархаан,11,45-49,234,8104
18104,Алдархаан,12,50-54,162,8104
18104,Алдархаан,13,55-59,154,8104
18104,Алдархаан,14,60-64,105,8104
18104,Алдархаан,15,65-69,65,8104
18104,Алдархаан,16,70+,90,8104
18107,Асгат,2,0-4,124,8107
18107,Асгат,3,5-9,134,8107
18107,Асгат,4,10-14,105,8107
18107,Асгат,5,15-19,83,8107
18107,Асгат,6,20-24,78,8107
18107,Асгат,7,25-29,84,8107
18107,Асгат,8,30-34,85,8107
18107,Асгат,9,35-39,65,8107
18107,Асгат,10,40-44,74,8107
18107,Асгат,11,45-49,55,8107
18107,Асгат,12,50-54,54,8107
18107,Асгат,13,55-59,43,8107
18107,Асгат,14,60-64,26,8107
18107,Асгат,15,65-69,15,8107
18107,Асгат,16,70+,24,8107
18110,Баянтэс,2,0-4,278,8110
18110,Баянтэс,3,5-9,249,8110
18110,Баянтэс,4,10-14,244,8110
18110,Баянтэс,5,15-19,242,8110
18110,Баянтэс,6,20-24,238,8110
18110,Баянтэс,7,25-29,237,8110
18110,Баянтэс,8,30-34,186,8110
18110,Баянтэс,9,35-39,180,8110
18110,Баянтэс,10,40-44,168,8110
18110,Баянтэс,11,45-49,168,8110
18110,Баянтэс,12,50-54,148,8110
18110,Баянтэс,13,55-59,108,8110
18110,Баянтэс,14,60-64,85,8110
18110,Баянтэс,15,65-69,29,8110
18110,Баянтэс,16,70+,66,8110
18113,Баянхайрхан,2,0-4,201,8113
18113,Баянхайрхан,3,5-9,203,8113
18113,Баянхайрхан,4,10-14,166,8113
18113,Баянхайрхан,5,15-19,157,8113
18113,Баянхайрхан,6,20-24,157,8113
18113,Баянхайрхан,7,25-29,161,8113
18113,Баянхайрхан,8,30-34,133,8113
18113,Баянхайрхан,9,35-39,126,8113
18113,Баянхайрхан,10,40-44,125,8113
18113,Баянхайрхан,11,45-49,93,8113
18113,Баянхайрхан,12,50-54,103,8113
18113,Баянхайрхан,13,55-59,72,8113
18113,Баянхайрхан,14,60-64,50,8113
18113,Баянхайрхан,15,65-69,22,8113
18113,Баянхайрхан,16,70+,34,8113
18116,Дөрвөлжин,2,0-4,247,8116
18116,Дөрвөлжин,3,5-9,233,8116
18116,Дөрвөлжин,4,10-14,225,8116
18116,Дөрвөлжин,5,15-19,174,8116
18116,Дөрвөлжин,6,20-24,182,8116
18116,Дөрвөлжин,7,25-29,169,8116
18116,Дөрвөлжин,8,30-34,176,8116
18116,Дөрвөлжин,9,35-39,168,8116
18116,Дөрвөлжин,10,40-44,178,8116
18116,Дөрвөлжин,11,45-49,141,8116
18116,Дөрвөлжин,12,50-54,131,8116
18116,Дөрвөлжин,13,55-59,115,8116
18116,Дөрвөлжин,14,60-64,66,8116
18116,Дөрвөлжин,15,65-69,36,8116
18116,Дөрвөлжин,16,70+,45,8116
18119,Завханмандал,2,0-4,114,8119
18119,Завханмандал,3,5-9,91,8119
18119,Завханмандал,4,10-14,81,8119
18119,Завханмандал,5,15-19,92,8119
18119,Завханмандал,6,20-24,92,8119
18119,Завханмандал,7,25-29,87,8119
18119,Завханмандал,8,30-34,75,8119
18119,Завханмандал,9,35-39,70,8119
18119,Завханмандал,10,40-44,65,8119
18119,Завханмандал,11,45-49,84,8119
18119,Завханмандал,12,50-54,88,8119
18119,Завханмандал,13,55-59,64,8119
18119,Завханмандал,14,60-64,43,8119
18119,Завханмандал,15,65-69,16,8119
18119,Завханмандал,16,70+,35,8119
18122,Идэр,2,0-4,281,8122
18122,Идэр,3,5-9,254,8122
18122,Идэр,4,10-14,260,8122
18122,Идэр,5,15-19,180,8122
18122,Идэр,6,20-24,250,8122
18122,Идэр,7,25-29,181,8122
18122,Идэр,8,30-34,155,8122
18122,Идэр,9,35-39,166,8122
18122,Идэр,10,40-44,171,8122
18122,Идэр,11,45-49,161,8122
18122,Идэр,12,50-54,148,8122
18122,Идэр,13,55-59,114,8122
18122,Идэр,14,60-64,104,8122
18122,Идэр,15,65-69,37,8122
18122,Идэр,16,70+,67,8122
18125,Их-Уул,2,0-4,755,8125
18125,Их-Уул,3,5-9,769,8125
18125,Их-Уул,4,10-14,684,8125
18125,Их-Уул,5,15-19,520,8125
18125,Их-Уул,6,20-24,583,8125
18125,Их-Уул,7,25-29,468,8125
18125,Их-Уул,8,30-34,449,8125
18125,Их-Уул,9,35-39,485,8125
18125,Их-Уул,10,40-44,438,8125
18125,Их-Уул,11,45-49,386,8125
18125,Их-Уул,12,50-54,290,8125
18125,Их-Уул,13,55-59,208,8125
18125,Их-Уул,14,60-64,190,8125
18125,Их-Уул,15,65-69,106,8125
18125,Их-Уул,16,70+,160,8125
18128,Нөмрөг,2,0-4,192,8128
18128,Нөмрөг,3,5-9,161,8128
18128,Нөмрөг,4,10-14,198,8128
18128,Нөмрөг,5,15-19,151,8128
18128,Нөмрөг,6,20-24,177,8128
18128,Нөмрөг,7,25-29,146,8128
18128,Нөмрөг,8,30-34,120,8128
18128,Нөмрөг,9,35-39,132,8128
18128,Нөмрөг,10,40-44,145,8128
18128,Нөмрөг,11,45-49,152,8128
18128,Нөмрөг,12,50-54,129,8128
18128,Нөмрөг,13,55-59,80,8128
18128,Нөмрөг,14,60-64,63,8128
18128,Нөмрөг,15,65-69,32,8128
18128,Нөмрөг,16,70+,59,8128
18131,Отгон,2,0-4,270,8131
18131,Отгон,3,5-9,287,8131
18131,Отгон,4,10-14,294,8131
18131,Отгон,5,15-19,237,8131
18131,Отгон,6,20-24,201,8131
18131,Отгон,7,25-29,158,8131
18131,Отгон,8,30-34,187,8131
18131,Отгон,9,35-39,194,8131
18131,Отгон,10,40-44,200,8131
18131,Отгон,11,45-49,161,8131
18131,Отгон,12,50-54,144,8131
18131,Отгон,13,55-59,101,8131
18131,Отгон,14,60-64,71,8131
18131,Отгон,15,65-69,32,8131
18131,Отгон,16,70+,82,8131
18134,Сантмаргац,2,0-4,162,8134
18134,Сантмаргац,3,5-9,173,8134
18134,Сантмаргац,4,10-14,156,8134
18134,Сантмаргац,5,15-19,133,8134
18134,Сантмаргац,6,20-24,141,8134
18134,Сантмаргац,7,25-29,108,8134
18134,Сантмаргац,8,30-34,77,8134
18134,Сантмаргац,9,35-39,122,8134
18134,Сантмаргац,10,40-44,102,8134
18134,Сантмаргац,11,45-49,104,8134
18134,Сантмаргац,12,50-54,94,8134
18134,Сантмаргац,13,55-59,65,8134
18134,Сантмаргац,14,60-64,49,8134
18134,Сантмаргац,15,65-69,24,8134
18134,Сантмаргац,16,70+,42,8134
18137,Сонгино,2,0-4,155,8137
18137,Сонгино,3,5-9,153,8137
18137,Сонгино,4,10-14,153,8137
18137,Сонгино,5,15-19,115,8137
18137,Сонгино,6,20-24,124,8137
18137,Сонгино,7,25-29,95,8137
18137,Сонгино,8,30-34,74,8137
18137,Сонгино,9,35-39,114,8137
18137,Сонгино,10,40-44,129,8137
18137,Сонгино,11,45-49,117,8137
18137,Сонгино,12,50-54,99,8137
18137,Сонгино,13,55-59,60,8137
18137,Сонгино,14,60-64,42,8137
18137,Сонгино,15,65-69,32,8137
18137,Сонгино,16,70+,60,8137
18140,Тосонцэнгэл,2,0-4,1024,8140
18140,Тосонцэнгэл,3,5-9,1083,8140
18140,Тосонцэнгэл,4,10-14,978,8140
18140,Тосонцэнгэл,5,15-19,669,8140
18140,Тосонцэнгэл,6,20-24,749,8140
18140,Тосонцэнгэл,7,25-29,617,8140
18140,Тосонцэнгэл,8,30-34,664,8140
18140,Тосонцэнгэл,9,35-39,668,8140
18140,Тосонцэнгэл,10,40-44,693,8140
18140,Тосонцэнгэл,11,45-49,589,8140
18140,Тосонцэнгэл,12,50-54,491,8140
18140,Тосонцэнгэл,13,55-59,423,8140
18140,Тосонцэнгэл,14,60-64,346,8140
18140,Тосонцэнгэл,15,65-69,172,8140
18140,Тосонцэнгэл,16,70+,272,8140
18143,Түдэвтэй,2,0-4,195,8143
18143,Түдэвтэй,3,5-9,178,8143
18143,Түдэвтэй,4,10-14,181,8143
18143,Түдэвтэй,5,15-19,120,8143
18143,Түдэвтэй,6,20-24,197,8143
18143,Түдэвтэй,7,25-29,144,8143
18143,Түдэвтэй,8,30-34,97,8143
18143,Түдэвтэй,9,35-39,126,8143
18143,Түдэвтэй,10,40-44,142,8143
18143,Түдэвтэй,11,45-49,152,8143
18143,Түдэвтэй,12,50-54,139,8143
18143,Түдэвтэй,13,55-59,101,8143
18143,Түдэвтэй,14,60-64,60,8143
18143,Түдэвтэй,15,65-69,26,8143
18143,Түдэвтэй,16,70+,60,8143
18146,Тэлмэн,2,0-4,316,8146
18146,Тэлмэн,3,5-9,286,8146
18146,Тэлмэн,4,10-14,300,8146
18146,Тэлмэн,5,15-19,215,8146
18146,Тэлмэн,6,20-24,274,8146
18146,Тэлмэн,7,25-29,235,8146
18146,Тэлмэн,8,30-34,157,8146
18146,Тэлмэн,9,35-39,193,8146
18146,Тэлмэн,10,40-44,231,8146
18146,Тэлмэн,11,45-49,180,8146
18146,Тэлмэн,12,50-54,152,8146
18146,Тэлмэн,13,55-59,103,8146
18146,Тэлмэн,14,60-64,91,8146
18146,Тэлмэн,15,65-69,56,8146
18146,Тэлмэн,16,70+,83,8146
18149,Тэс,2,0-4,309,8149
18149,Тэс,3,5-9,291,8149
18149,Тэс,4,10-14,291,8149
18149,Тэс,5,15-19,216,8149
18149,Тэс,6,20-24,241,8149
18149,Тэс,7,25-29,252,8149
18149,Тэс,8,30-34,225,8149
18149,Тэс,9,35-39,196,8149
18149,Тэс,10,40-44,203,8149
18149,Тэс,11,45-49,194,8149
18149,Тэс,12,50-54,174,8149
18149,Тэс,13,55-59,151,8149
18149,Тэс,14,60-64,83,8149
18149,Тэс,15,65-69,28,8149
18149,Тэс,16,70+,80,8149
18152,Ургамал,2,0-4,163,8152
18152,Ургамал,3,5-9,129,8152
18152,Ургамал,4,10-14,107,8152
18152,Ургамал,5,15-19,113,8152
18152,Ургамал,6,20-24,140,8152
18152,Ургамал,7,25-29,90,8152
18152,Ургамал,8,30-34,96,8152
18152,Ургамал,9,35-39,74,8152
18152,Ургамал,10,40-44,91,8152
18152,Ургамал,11,45-49,101,8152
18152,Ургамал,12,50-54,80,8152
18152,Ургамал,13,55-59,57,8152
18152,Ургамал,14,60-64,37,8152
18152,Ургамал,15,65-69,23,8152
18152,Ургамал,16,70+,25,8152
18155,Цагаанхайрхан,2,0-4,161,8155
18155,Цагаанхайрхан,3,5-9,114,8155
18155,Цагаанхайрхан,4,10-14,116,8155
18155,Цагаанхайрхан,5,15-19,96,8155
18155,Цагаанхайрхан,6,20-24,96,8155
18155,Цагаанхайрхан,7,25-29,112,8155
18155,Цагаанхайрхан,8,30-34,86,8155
18155,Цагаанхайрхан,9,35-39,80,8155
18155,Цагаанхайрхан,10,40-44,108,8155
18155,Цагаанхайрхан,11,45-49,101,8155
18155,Цагаанхайрхан,12,50-54,102,8155
18155,Цагаанхайрхан,13,55-59,81,8155
18155,Цагаанхайрхан,14,60-64,42,8155
18155,Цагаанхайрхан,15,65-69,23,8155
18155,Цагаанхайрхан,16,70+,42,8155
18158,Цагаанчулуут,2,0-4,128,8158
18158,Цагаанчулуут,3,5-9,106,8158
18158,Цагаанчулуут,4,10-14,126,8158
18158,Цагаанчулуут,5,15-19,77,8158
18158,Цагаанчулуут,6,20-24,125,8158
18158,Цагаанчулуут,7,25-29,95,8158
18158,Цагаанчулуут,8,30-34,76,8158
18158,Цагаанчулуут,9,35-39,93,8158
18158,Цагаанчулуут,10,40-44,78,8158
18158,Цагаанчулуут,11,45-49,105,8158
18158,Цагаанчулуут,12,50-54,90,8158
18158,Цагаанчулуут,13,55-59,56,8158
18158,Цагаанчулуут,14,60-64,47,8158
18158,Цагаанчулуут,15,65-69,30,8158
18158,Цагаанчулуут,16,70+,56,8158
18161,Цэцэн-Уул,2,0-4,138,8161
18161,Цэцэн-Уул,3,5-9,139,8161
18161,Цэцэн-Уул,4,10-14,175,8161
18161,Цэцэн-Уул,5,15-19,135,8161
18161,Цэцэн-Уул,6,20-24,165,8161
18161,Цэцэн-Уул,7,25-29,115,8161
18161,Цэцэн-Уул,8,30-34,78,8161
18161,Цэцэн-Уул,9,35-39,117,8161
18161,Цэцэн-Уул,10,40-44,130,8161
18161,Цэцэн-Уул,11,45-49,130,8161
18161,Цэцэн-Уул,12,50-54,104,8161
18161,Цэцэн-Уул,13,55-59,63,8161
18161,Цэцэн-Уул,14,60-64,42,8161
18161,Цэцэн-Уул,15,65-69,30,8161
18161,Цэцэн-Уул,16,70+,59,8161
18164,Шилүүстэй,2,0-4,183,8164
18164,Шилүүстэй,3,5-9,165,8164
18164,Шилүүстэй,4,10-14,182,8164
18164,Шилүүстэй,5,15-19,177,8164
18164,Шилүүстэй,6,20-24,163,8164
18164,Шилүүстэй,7,25-29,126,8164
18164,Шилүүстэй,8,30-34,101,8164
18164,Шилүүстэй,9,35-39,118,8164
18164,Шилүүстэй,10,40-44,118,8164
18164,Шилүүстэй,11,45-49,112,8164
18164,Шилүүстэй,12,50-54,109,8164
18164,Шилүүстэй,13,55-59,89,8164
18164,Шилүүстэй,14,60-64,54,8164
18164,Шилүүстэй,15,65-69,35,8164
18164,Шилүүстэй,16,70+,67,8164
18167,Эрдэнэхайрхан,2,0-4,191,8167
18167,Эрдэнэхайрхан,3,5-9,188,8167
18167,Эрдэнэхайрхан,4,10-14,157,8167
18167,Эрдэнэхайрхан,5,15-19,84,8167
18167,Эрдэнэхайрхан,6,20-24,140,8167
