"[BAG]Баг, хороо","Баг, хороо",[AGE_GROUP5]Насны бүлэг,Насны бүлэг,2020 Жил,code
2672857,"4-р баг, Далайн зах",6,20-24,48,672857
2672857,"4-р баг, Далайн зах",7,25-29,60,672857
2672857,"4-р баг, Далайн зах",8,30-34,51,672857
2672857,"4-р баг, Далайн зах",9,35-39,54,672857
2672857,"4-р баг, Далайн зах",10,40-44,44,672857
2672857,"4-р баг, Далайн зах",11,45-49,35,672857
2672857,"4-р баг, Далайн зах",12,50-54,47,672857
2672857,"4-р баг, Далайн зах",13,55-59,26,672857
2672857,"4-р баг, Далайн зах",14,60-64,15,672857
2672857,"4-р баг, Далайн зах",15,65-69,15,672857
2672857,"4-р баг, Далайн зах",16,70+,21,672857
2672859,"5-р баг, Ёлт",2,0-4,66,672859
2672859,"5-р баг, Ёлт",3,5-9,83,672859
2672859,"5-р баг, Ёлт",4,10-14,73,672859
2672859,"5-р баг, Ёлт",5,15-19,61,672859
2672859,"5-р баг, Ёлт",6,20-24,58,672859
2672859,"5-р баг, Ёлт",7,25-29,57,672859
2672859,"5-р баг, Ёлт",8,30-34,64,672859
2672859,"5-р баг, Ёлт",9,35-39,57,672859
2672859,"5-р баг, Ёлт",10,40-44,37,672859
2672859,"5-р баг, Ёлт",11,45-49,49,672859
2672859,"5-р баг, Ёлт",12,50-54,35,672859
2672859,"5-р баг, Ёлт",13,55-59,21,672859
2672859,"5-р баг, Ёлт",14,60-64,25,672859
2672859,"5-р баг, Ёлт",15,65-69,9,672859
2672859,"5-р баг, Ёлт",16,70+,18,672859
2672861,"6-р баг, Зөөлөн",2,0-4,75,672861
2672861,"6-р баг, Зөөлөн",3,5-9,78,672861
2672861,"6-р баг, Зөөлөн",4,10-14,56,672861
2672861,"6-р баг, Зөөлөн",5,15-19,45,672861
2672861,"6-р баг, Зөөлөн",6,20-24,41,672861
2672861,"6-р баг, Зөөлөн",7,25-29,76,672861
2672861,"6-р баг, Зөөлөн",8,30-34,68,672861
2672861,"6-р баг, Зөөлөн",9,35-39,47,672861
2672861,"6-р баг, Зөөлөн",10,40-44,37,672861
2672861,"6-р баг, Зөөлөн",11,45-49,33,672861
2672861,"6-р баг, Зөөлөн",12,50-54,61,672861
2672861,"6-р баг, Зөөлөн",13,55-59,54,672861
2672861,"6-р баг, Зөөлөн",14,60-64,47,672861
2672861,"6-р баг, Зөөлөн",15,65-69,18,672861
2672861,"6-р баг, Зөөлөн",16,70+,30,672861
2673151,"1-р баг, Мандал",2,0-4,170,673151
2673151,"1-р баг, Мандал",3,5-9,158,673151
2673151,"1-р баг, Мандал",4,10-14,127,673151
2673151,"1-р баг, Мандал",5,15-19,110,673151
2673151,"1-р баг, Мандал",6,20-24,98,673151
2673151,"1-р баг, Мандал",7,25-29,117,673151
2673151,"1-р баг, Мандал",8,30-34,119,673151
2673151,"1-р баг, Мандал",9,35-39,92,673151
2673151,"1-р баг, Мандал",10,40-44,91,673151
2673151,"1-р баг, Мандал",11,45-49,77,673151
2673151,"1-р баг, Мандал",12,50-54,93,673151
2673151,"1-р баг, Мандал",13,55-59,76,673151
2673151,"1-р баг, Мандал",14,60-64,72,673151
2673151,"1-р баг, Мандал",15,65-69,35,673151
2673151,"1-р баг, Мандал",16,70+,43,673151
2673153,"2-р баг, Ар тархи",2,0-4,75,673153
2673153,"2-р баг, Ар тархи",3,5-9,80,673153
2673153,"2-р баг, Ар тархи",4,10-14,67,673153
2673153,"2-р баг, Ар тархи",5,15-19,51,673153
2673153,"2-р баг, Ар тархи",6,20-24,49,673153
2673153,"2-р баг, Ар тархи",7,25-29,67,673153
2673153,"2-р баг, Ар тархи",8,30-34,59,673153
2673153,"2-р баг, Ар тархи",9,35-39,43,673153
2673153,"2-р баг, Ар тархи",10,40-44,42,673153
2673153,"2-р баг, Ар тархи",11,45-49,55,673153
2673153,"2-р баг, Ар тархи",12,50-54,42,673153
2673153,"2-р баг, Ар тархи",13,55-59,34,673153
2673153,"2-р баг, Ар тархи",14,60-64,22,673153
2673153,"2-р баг, Ар тархи",15,65-69,15,673153
2673153,"2-р баг, Ар тархи",16,70+,10,673153
2673155,"3-р баг, Таван толгой",2,0-4,90,673155
2673155,"3-р баг, Таван толгой",3,5-9,79,673155
2673155,"3-р баг, Таван толгой",4,10-14,75,673155
2673155,"3-р баг, Таван толгой",5,15-19,53,673155
2673155,"3-р баг, Таван толгой",6,20-24,48,673155
2673155,"3-р баг, Таван толгой",7,25-29,64,673155
2673155,"3-р баг, Таван толгой",8,30-34,66,673155
2673155,"3-р баг, Таван толгой",9,35-39,45,673155
2673155,"3-р баг, Таван толгой",10,40-44,58,673155
2673155,"3-р баг, Таван толгой",11,45-49,49,673155
2673155,"3-р баг, Таван толгой",12,50-54,31,673155
2673155,"3-р баг, Таван толгой",13,55-59,25,673155
2673155,"3-р баг, Таван толгой",14,60-64,15,673155
2673155,"3-р баг, Таван толгой",15,65-69,17,673155
2673155,"3-р баг, Таван толгой",16,70+,29,673155
2673157,"4-р баг, Сэлэнгэ",2,0-4,71,673157
2673157,"4-р баг, Сэлэнгэ",3,5-9,76,673157
2673157,"4-р баг, Сэлэнгэ",4,10-14,46,673157
2673157,"4-р баг, Сэлэнгэ",5,15-19,29,673157
2673157,"4-р баг, Сэлэнгэ",6,20-24,35,673157
2673157,"4-р баг, Сэлэнгэ",7,25-29,50,673157
2673157,"4-р баг, Сэлэнгэ",8,30-34,59,673157
2673157,"4-р баг, Сэлэнгэ",9,35-39,29,673157
2673157,"4-р баг, Сэлэнгэ",10,40-44,37,673157
2673157,"4-р баг, Сэлэнгэ",11,45-49,38,673157
2673157,"4-р баг, Сэлэнгэ",12,50-54,26,673157
2673157,"4-р баг, Сэлэнгэ",13,55-59,23,673157
2673157,"4-р баг, Сэлэнгэ",14,60-64,24,673157
2673157,"4-р баг, Сэлэнгэ",15,65-69,10,673157
2673157,"4-р баг, Сэлэнгэ",16,70+,10,673157
2673159,"5-р баг, Баянхошуу",2,0-4,77,673159
2673159,"5-р баг, Баянхошуу",3,5-9,99,673159
2673159,"5-р баг, Баянхошуу",4,10-14,68,673159
2673159,"5-р баг, Баянхошуу",5,15-19,54,673159
2673159,"5-р баг, Баянхошуу",6,20-24,59,673159
2673159,"5-р баг, Баянхошуу",7,25-29,53,673159
2673159,"5-р баг, Баянхошуу",8,30-34,45,673159
2673159,"5-р баг, Баянхошуу",9,35-39,52,673159
2673159,"5-р баг, Баянхошуу",10,40-44,56,673159
2673159,"5-р баг, Баянхошуу",11,45-49,51,673159
2673159,"5-р баг, Баянхошуу",12,50-54,41,673159
2673159,"5-р баг, Баянхошуу",13,55-59,25,673159
2673159,"5-р баг, Баянхошуу",14,60-64,19,673159
2673159,"5-р баг, Баянхошуу",15,65-69,17,673159
2673159,"5-р баг, Баянхошуу",16,70+,24,673159
2673161,"6-р баг, Давааны ар",2,0-4,37,673161
2673161,"6-р баг, Давааны ар",3,5-9,47,673161
2673161,"6-р баг, Давааны ар",4,10-14,33,673161
2673161,"6-р баг, Давааны ар",5,15-19,34,673161
2673161,"6-р баг, Давааны ар",6,20-24,22,673161
2673161,"6-р баг, Давааны ар",7,25-29,32,673161
2673161,"6-р баг, Давааны ар",8,30-34,24,673161
2673161,"6-р баг, Давааны ар",9,35-39,25,673161
2673161,"6-р баг, Давааны ар",10,40-44,34,673161
2673161,"6-р баг, Давааны ар",11,45-49,21,673161
2673161,"6-р баг, Давааны ар",12,50-54,16,673161
2673161,"6-р баг, Давааны ар",13,55-59,21,673161
2673161,"6-р баг, Давааны ар",14,60-64,11,673161
2673161,"6-р баг, Давааны ар",15,65-69,3,673161
2673161,"6-р баг, Давааны ар",16,70+,7,673161
2673163,"7-р баг, Бадрах",2,0-4,163,673163
2673163,"7-р баг, Бадрах",3,5-9,175,673163
2673163,"7-р баг, Бадрах",4,10-14,136,673163
2673163,"7-р баг, Бадрах",5,15-19,124,673163
2673163,"7-р баг, Бадрах",6,20-24,131,673163
2673163,"7-р баг, Бадрах",7,25-29,115,673163
2673163,"7-р баг, Бадрах",8,30-34,102,673163
2673163,"7-р баг, Бадрах",9,35-39,122,673163
2673163,"7-р баг, Бадрах",10,40-44,95,673163
2673163,"7-р баг, Бадрах",11,45-49,98,673163
2673163,"7-р баг, Бадрах",12,50-54,114,673163
2673163,"7-р баг, Бадрах",13,55-59,91,673163
2673163,"7-р баг, Бадрах",14,60-64,73,673163
2673163,"7-р баг, Бадрах",15,65-69,41,673163
2673163,"7-р баг, Бадрах",16,70+,50,673163
2673451,"1-р баг, Мухар хөндий",2,0-4,92,673451
2673451,"1-р баг, Мухар хөндий",3,5-9,97,673451
2673451,"1-р баг, Мухар хөндий",4,10-14,85,673451
2673451,"1-р баг, Мухар хөндий",5,15-19,51,673451
2673451,"1-р баг, Мухар хөндий",6,20-24,66,673451
2673451,"1-р баг, Мухар хөндий",7,25-29,49,673451
2673451,"1-р баг, Мухар хөндий",8,30-34,68,673451
2673451,"1-р баг, Мухар хөндий",9,35-39,49,673451
2673451,"1-р баг, Мухар хөндий",10,40-44,45,673451
2673451,"1-р баг, Мухар хөндий",11,45-49,52,673451
2673451,"1-р баг, Мухар хөндий",12,50-54,36,673451
2673451,"1-р баг, Мухар хөндий",13,55-59,38,673451
2673451,"1-р баг, Мухар хөндий",14,60-64,23,673451
2673451,"1-р баг, Мухар хөндий",15,65-69,14,673451
2673451,"1-р баг, Мухар хөндий",16,70+,14,673451
2673453,"2-р баг, Сэлэнгэ",2,0-4,88,673453
2673453,"2-р баг, Сэлэнгэ",3,5-9,87,673453
2673453,"2-р баг, Сэлэнгэ",4,10-14,73,673453
2673453,"2-р баг, Сэлэнгэ",5,15-19,71,673453
2673453,"2-р баг, Сэлэнгэ",6,20-24,80,673453
2673453,"2-р баг, Сэлэнгэ",7,25-29,51,673453
2673453,"2-р баг, Сэлэнгэ",8,30-34,55,673453
2673453,"2-р баг, Сэлэнгэ",9,35-39,52,673453
2673453,"2-р баг, Сэлэнгэ",10,40-44,59,673453
2673453,"2-р баг, Сэлэнгэ",11,45-49,48,673453
2673453,"2-р баг, Сэлэнгэ",12,50-54,41,673453
2673453,"2-р баг, Сэлэнгэ",13,55-59,28,673453
2673453,"2-р баг, Сэлэнгэ",14,60-64,12,673453
2673453,"2-р баг, Сэлэнгэ",15,65-69,7,673453
2673453,"2-р баг, Сэлэнгэ",16,70+,20,673453
2673455,"3-р баг, Тээл",2,0-4,110,673455
2673455,"3-р баг, Тээл",3,5-9,116,673455
2673455,"3-р баг, Тээл",4,10-14,113,673455
2673455,"3-р баг, Тээл",5,15-19,82,673455
2673455,"3-р баг, Тээл",6,20-24,76,673455
2673455,"3-р баг, Тээл",7,25-29,72,673455
2673455,"3-р баг, Тээл",8,30-34,64,673455
2673455,"3-р баг, Тээл",9,35-39,65,673455
2673455,"3-р баг, Тээл",10,40-44,74,673455
2673455,"3-р баг, Тээл",11,45-49,51,673455
2673455,"3-р баг, Тээл",12,50-54,43,673455
2673455,"3-р баг, Тээл",13,55-59,25,673455
2673455,"3-р баг, Тээл",14,60-64,19,673455
2673455,"3-р баг, Тээл",15,65-69,6,673455
2673455,"3-р баг, Тээл",16,70+,15,673455
2673457,"4-р баг, Сүүл Улаан",2,0-4,68,673457
2673457,"4-р баг, Сүүл Улаан",3,5-9,76,673457
2673457,"4-р баг, Сүүл Улаан",4,10-14,68,673457
2673457,"4-р баг, Сүүл Улаан",5,15-19,58,673457
2673457,"4-р баг, Сүүл Улаан",6,20-24,66,673457
2673457,"4-р баг, Сүүл Улаан",7,25-29,45,673457
2673457,"4-р баг, Сүүл Улаан",8,30-34,45,673457
2673457,"4-р баг, Сүүл Улаан",9,35-39,56,673457
2673457,"4-р баг, Сүүл Улаан",10,40-44,62,673457
2673457,"4-р баг, Сүүл Улаан",11,45-49,43,673457
2673457,"4-р баг, Сүүл Улаан",12,50-54,35,673457
2673457,"4-р баг, Сүүл Улаан",13,55-59,27,673457
2673457,"4-р баг, Сүүл Улаан",14,60-64,23,673457
2673457,"4-р баг, Сүүл Улаан",15,65-69,9,673457
2673457,"4-р баг, Сүүл Улаан",16,70+,14,673457
2673459,"5-р баг, Цэнгэл",2,0-4,144,673459
2673459,"5-р баг, Цэнгэл",3,5-9,133,673459
2673459,"5-р баг, Цэнгэл",4,10-14,132,673459
2673459,"5-р баг, Цэнгэл",5,15-19,90,673459
2673459,"5-р баг, Цэнгэл",6,20-24,92,673459
2673459,"5-р баг, Цэнгэл",7,25-29,99,673459
2673459,"5-р баг, Цэнгэл",8,30-34,86,673459
2673459,"5-р баг, Цэнгэл",9,35-39,76,673459
2673459,"5-р баг, Цэнгэл",10,40-44,69,673459
2673459,"5-р баг, Цэнгэл",11,45-49,89,673459
2673459,"5-р баг, Цэнгэл",12,50-54,84,673459
2673459,"5-р баг, Цэнгэл",13,55-59,74,673459
2673459,"5-р баг, Цэнгэл",14,60-64,43,673459
2673459,"5-р баг, Цэнгэл",15,65-69,22,673459
2673459,"5-р баг, Цэнгэл",16,70+,42,673459
2673751,"1-р баг, Жаргалант",2,0-4,98,673751
2673751,"1-р баг, Жаргалант",3,5-9,109,673751
2673751,"1-р баг, Жаргалант",4,10-14,96,673751
2673751,"1-р баг, Жаргалант",5,15-19,95,673751
2673751,"1-р баг, Жаргалант",6,20-24,93,673751
2673751,"1-р баг, Жаргалант",7,25-29,71,673751
2673751,"1-р баг, Жаргалант",8,30-34,72,673751
2673751,"1-р баг, Жаргалант",9,35-39,76,673751
2673751,"1-р баг, Жаргалант",10,40-44,86,673751
2673751,"1-р баг, Жаргалант",11,45-49,72,673751
2673751,"1-р баг, Жаргалант",12,50-54,56,673751
2673751,"1-р баг, Жаргалант",13,55-59,44,673751
2673751,"1-р баг, Жаргалант",14,60-64,31,673751
2673751,"1-р баг, Жаргалант",15,65-69,14,673751
2673751,"1-р баг, Жаргалант",16,70+,24,673751
2673753,"2-р баг, Нарийн",2,0-4,79,673753
2673753,"2-р баг, Нарийн",3,5-9,74,673753
2673753,"2-р баг, Нарийн",4,10-14,79,673753
2673753,"2-р баг, Нарийн",5,15-19,67,673753
2673753,"2-р баг, Нарийн",6,20-24,77,673753
2673753,"2-р баг, Нарийн",7,25-29,51,673753
2673753,"2-р баг, Нарийн",8,30-34,53,673753
2673753,"2-р баг, Нарийн",9,35-39,50,673753
2673753,"2-р баг, Нарийн",10,40-44,51,673753
2673753,"2-р баг, Нарийн",11,45-49,56,673753
2673753,"2-р баг, Нарийн",12,50-54,40,673753
2673753,"2-р баг, Нарийн",13,55-59,20,673753
2673753,"2-р баг, Нарийн",14,60-64,16,673753
2673753,"2-р баг, Нарийн",15,65-69,5,673753
2673753,"2-р баг, Нарийн",16,70+,14,673753
2673755,"3-р баг, Тариат",2,0-4,113,673755
2673755,"3-р баг, Тариат",3,5-9,90,673755
2673755,"3-р баг, Тариат",4,10-14,95,673755
2673755,"3-р баг, Тариат",5,15-19,67,673755
2673755,"3-р баг, Тариат",6,20-24,103,673755
2673755,"3-р баг, Тариат",7,25-29,62,673755
2673755,"3-р баг, Тариат",8,30-34,73,673755
2673755,"3-р баг, Тариат",9,35-39,63,673755
2673755,"3-р баг, Тариат",10,40-44,75,673755
2673755,"3-р баг, Тариат",11,45-49,65,673755
2673755,"3-р баг, Тариат",12,50-54,43,673755
2673755,"3-р баг, Тариат",13,55-59,17,673755
2673755,"3-р баг, Тариат",14,60-64,20,673755
2673755,"3-р баг, Тариат",15,65-69,10,673755
2673755,"3-р баг, Тариат",16,70+,12,673755
2673757,"4-р баг, Тээл",2,0-4,92,673757
2673757,"4-р баг, Тээл",3,5-9,108,673757
2673757,"4-р баг, Тээл",4,10-14,91,673757
2673757,"4-р баг, Тээл",5,15-19,80,673757
2673757,"4-р баг, Тээл",6,20-24,92,673757
2673757,"4-р баг, Тээл",7,25-29,62,673757
2673757,"4-р баг, Тээл",8,30-34,55,673757
2673757,"4-р баг, Тээл",9,35-39,75,673757
2673757,"4-р баг, Тээл",10,40-44,69,673757
2673757,"4-р баг, Тээл",11,45-49,50,673757
2673757,"4-р баг, Тээл",12,50-54,36,673757
2673757,"4-р баг, Тээл",13,55-59,40,673757
2673757,"4-р баг, Тээл",14,60-64,23,673757
2673757,"4-р баг, Тээл",15,65-69,12,673757
2673757,"4-р баг, Тээл",16,70+,19,673757
2673759,"5-р баг, Сумын төв",2,0-4,87,673759
2673759,"5-р баг, Сумын төв",3,5-9,86,673759
2673759,"5-р баг, Сумын төв",4,10-14,69,673759
2673759,"5-р баг, Сумын төв",5,15-19,48,673759
2673759,"5-р баг, Сумын төв",6,20-24,66,673759
2673759,"5-р баг, Сумын төв",7,25-29,65,673759
2673759,"5-р баг, Сумын төв",8,30-34,62,673759
2673759,"5-р баг, Сумын төв",9,35-39,55,673759
2673759,"5-р баг, Сумын төв",10,40-44,41,673759
2673759,"5-р баг, Сумын төв",11,45-49,51,673759
2673759,"5-р баг, Сумын төв",12,50-54,54,673759
2673759,"5-р баг, Сумын төв",13,55-59,53,673759
2673759,"5-р баг, Сумын төв",14,60-64,31,673759
2673759,"5-р баг, Сумын төв",15,65-69,12,673759
2673759,"5-р баг, Сумын төв",16,70+,14,673759
2674051,"1-р баг, Зуны гол",2,0-4,60,674051
2674051,"1-р баг, Зуны гол",3,5-9,58,674051
2674051,"1-р баг, Зуны гол",4,10-14,53,674051
2674051,"1-р баг, Зуны гол",5,15-19,33,674051
2674051,"1-р баг, Зуны гол",6,20-24,43,674051
2674051,"1-р баг, Зуны гол",7,25-29,44,674051
2674051,"1-р баг, Зуны гол",8,30-34,45,674051
2674051,"1-р баг, Зуны гол",9,35-39,36,674051
2674051,"1-р баг, Зуны гол",10,40-44,42,674051
2674051,"1-р баг, Зуны гол",11,45-49,28,674051
2674051,"1-р баг, Зуны гол",12,50-54,25,674051
2674051,"1-р баг, Зуны гол",13,55-59,23,674051
2674051,"1-р баг, Зуны гол",14,60-64,14,674051
2674051,"1-р баг, Зуны гол",15,65-69,8,674051
2674051,"1-р баг, Зуны гол",16,70+,10,674051
2674053,"2-р баг, Навчилтай",2,0-4,69,674053
2674053,"2-р баг, Навчилтай",3,5-9,53,674053
2674053,"2-р баг, Навчилтай",4,10-14,47,674053
2674053,"2-р баг, Навчилтай",5,15-19,52,674053
2674053,"2-р баг, Навчилтай",6,20-24,39,674053
2674053,"2-р баг, Навчилтай",7,25-29,47,674053
2674053,"2-р баг, Навчилтай",8,30-34,42,674053
2674053,"2-р баг, Навчилтай",9,35-39,27,674053
2674053,"2-р баг, Навчилтай",10,40-44,43,674053
2674053,"2-р баг, Навчилтай",11,45-49,27,674053
2674053,"2-р баг, Навчилтай",12,50-54,38,674053
2674053,"2-р баг, Навчилтай",13,55-59,12,674053
2674053,"2-р баг, Навчилтай",14,60-64,17,674053
2674053,"2-р баг, Навчилтай",15,65-69,10,674053
2674053,"2-р баг, Навчилтай",16,70+,8,674053
2674055,"3-р баг, Баян-Эрхэт",2,0-4,40,674055
2674055,"3-р баг, Баян-Эрхэт",3,5-9,45,674055
2674055,"3-р баг, Баян-Эрхэт",4,10-14,25,674055
2674055,"3-р баг, Баян-Эрхэт",5,15-19,23,674055
2674055,"3-р баг, Баян-Эрхэт",6,20-24,23,674055
2674055,"3-р баг, Баян-Эрхэт",7,25-29,26,674055
2674055,"3-р баг, Баян-Эрхэт",8,30-34,29,674055
2674055,"3-р баг, Баян-Эрхэт",9,35-39,27,674055
2674055,"3-р баг, Баян-Эрхэт",10,40-44,23,674055
2674055,"3-р баг, Баян-Эрхэт",11,45-49,19,674055
2674055,"3-р баг, Баян-Эрхэт",12,50-54,24,674055
2674055,"3-р баг, Баян-Эрхэт",13,55-59,14,674055
2674055,"3-р баг, Баян-Эрхэт",14,60-64,13,674055
2674055,"3-р баг, Баян-Эрхэт",15,65-69,3,674055
2674055,"3-р баг, Баян-Эрхэт",16,70+,6,674055
2674057,"4-р баг, Алтгана",2,0-4,50,674057
2674057,"4-р баг, Алтгана",3,5-9,53,674057
2674057,"4-р баг, Алтгана",4,10-14,42,674057
2674057,"4-р баг, Алтгана",5,15-19,35,674057
2674057,"4-р баг, Алтгана",6,20-24,32,674057
2674057,"4-р баг, Алтгана",7,25-29,43,674057
2674057,"4-р баг, Алтгана",8,30-34,39,674057
2674057,"4-р баг, Алтгана",9,35-39,36,674057
2674057,"4-р баг, Алтгана",10,40-44,35,674057
2674057,"4-р баг, Алтгана",11,45-49,27,674057
2674057,"4-р баг, Алтгана",12,50-54,27,674057
2674057,"4-р баг, Алтгана",13,55-59,18,674057
2674057,"4-р баг, Алтгана",14,60-64,13,674057
2674057,"4-р баг, Алтгана",15,65-69,8,674057
2674057,"4-р баг, Алтгана",16,70+,7,674057
2674059,"5-р баг, Бийж",2,0-4,122,674059
2674059,"5-р баг, Бийж",3,5-9,94,674059
2674059,"5-р баг, Бийж",4,10-14,94,674059
2674059,"5-р баг, Бийж",5,15-19,94,674059
2674059,"5-р баг, Бийж",6,20-24,62,674059
2674059,"5-р баг, Бийж",7,25-29,90,674059
2674059,"5-р баг, Бийж",8,30-34,62,674059
2674059,"5-р баг, Бийж",9,35-39,63,674059
2674059,"5-р баг, Бийж",10,40-44,88,674059
2674059,"5-р баг, Бийж",11,45-49,58,674059
2674059,"5-р баг, Бийж",12,50-54,44,674059
2674059,"5-р баг, Бийж",13,55-59,32,674059
2674059,"5-р баг, Бийж",14,60-64,22,674059
2674059,"5-р баг, Бийж",15,65-69,17,674059
2674059,"5-р баг, Бийж",16,70+,19,674059
2674061,"6-р баг, Булаг",2,0-4,178,674061
2674061,"6-р баг, Булаг",3,5-9,174,674061
2674061,"6-р баг, Булаг",4,10-14,153,674061
2674061,"6-р баг, Булаг",5,15-19,103,674061
2674061,"6-р баг, Булаг",6,20-24,101,674061
2674061,"6-р баг, Булаг",7,25-29,128,674061
2674061,"6-р баг, Булаг",8,30-34,131,674061
2674061,"6-р баг, Булаг",9,35-39,115,674061
2674061,"6-р баг, Булаг",10,40-44,73,674061
2674061,"6-р баг, Булаг",11,45-49,104,674061
2674061,"6-р баг, Булаг",12,50-54,82,674061
2674061,"6-р баг, Булаг",13,55-59,71,674061
2674061,"6-р баг, Булаг",14,60-64,34,674061
2674061,"6-р баг, Булаг",15,65-69,30,674061
2674061,"6-р баг, Булаг",16,70+,45,674061
2674351,"1-р баг, Шивлэг",2,0-4,79,674351
2674351,"1-р баг, Шивлэг",3,5-9,91,674351
2674351,"1-р баг, Шивлэг",4,10-14,76,674351
2674351,"1-р баг, Шивлэг",5,15-19,59,674351
2674351,"1-р баг, Шивлэг",6,20-24,77,674351
2674351,"1-р баг, Шивлэг",7,25-29,54,674351
2674351,"1-р баг, Шивлэг",8,30-34,54,674351
2674351,"1-р баг, Шивлэг",9,35-39,43,674351
2674351,"1-р баг, Шивлэг",10,40-44,56,674351
2674351,"1-р баг, Шивлэг",11,45-49,40,674351
2674351,"1-р баг, Шивлэг",12,50-54,26,674351
2674351,"1-р баг, Шивлэг",13,55-59,32,674351
2674351,"1-р баг, Шивлэг",14,60-64,17,674351
2674351,"1-р баг, Шивлэг",15,65-69,11,674351
2674351,"1-р баг, Шивлэг",16,70+,15,674351
2674353,"2-р баг, Тоом",2,0-4,63,674353
2674353,"2-р баг, Тоом",3,5-9,65,674353
2674353,"2-р баг, Тоом",4,10-14,70,674353
2674353,"2-р баг, Тоом",5,15-19,51,674353
2674353,"2-р баг, Тоом",6,20-24,55,674353
2674353,"2-р баг, Тоом",7,25-29,64,674353
2674353,"2-р баг, Тоом",8,30-34,45,674353
2674353,"2-р баг, Тоом",9,35-39,37,674353
2674353,"2-р баг, Тоом",10,40-44,38,674353
2674353,"2-р баг, Тоом",11,45-49,47,674353
2674353,"2-р баг, Тоом",12,50-54,28,674353
2674353,"2-р баг, Тоом",13,55-59,22,674353
2674353,"2-р баг, Тоом",14,60-64,10,674353
2674353,"2-р баг, Тоом",15,65-69,6,674353
2674353,"2-р баг, Тоом",16,70+,11,674353
2674355,"3-р баг, Мунгараг",2,0-4,83,674355
2674355,"3-р баг, Мунгараг",3,5-9,89,674355
2674355,"3-р баг, Мунгараг",4,10-14,69,674355
2674355,"3-р баг, Мунгараг",5,15-19,77,674355
2674355,"3-р баг, Мунгараг",6,20-24,82,674355
2674355,"3-р баг, Мунгараг",7,25-29,71,674355
2674355,"3-р баг, Мунгараг",8,30-34,55,674355
2674355,"3-р баг, Мунгараг",9,35-39,44,674355
2674355,"3-р баг, Мунгараг",10,40-44,52,674355
2674355,"3-р баг, Мунгараг",11,45-49,61,674355
2674355,"3-р баг, Мунгараг",12,50-54,41,674355
2674355,"3-р баг, Мунгараг",13,55-59,27,674355
2674355,"3-р баг, Мунгараг",14,60-64,25,674355
2674355,"3-р баг, Мунгараг",15,65-69,10,674355
2674355,"3-р баг, Мунгараг",16,70+,22,674355
2674357,"4-р баг, Соёо",2,0-4,68,674357
2674357,"4-р баг, Соёо",3,5-9,79,674357
2674357,"4-р баг, Соёо",4,10-14,74,674357
2674357,"4-р баг, Соёо",5,15-19,56,674357
2674357,"4-р баг, Соёо",6,20-24,69,674357
2674357,"4-р баг, Соёо",7,25-29,47,674357
2674357,"4-р баг, Соёо",8,30-34,68,674357
2674357,"4-р баг, Соёо",9,35-39,46,674357
2674357,"4-р баг, Соёо",10,40-44,42,674357
2674357,"4-р баг, Соёо",11,45-49,42,674357
2674357,"4-р баг, Соёо",12,50-54,41,674357
2674357,"4-р баг, Соёо",13,55-59,30,674357
2674357,"4-р баг, Соёо",14,60-64,16,674357
2674357,"4-р баг, Соёо",15,65-69,6,674357
2674357,"4-р баг, Соёо",16,70+,13,674357
2674359,"5-р баг, Төгөл",2,0-4,104,674359
2674359,"5-р баг, Төгөл",3,5-9,96,674359
2674359,"5-р баг, Төгөл",4,10-14,74,674359
2674359,"5-р баг, Төгөл",5,15-19,81,674359
2674359,"5-р баг, Төгөл",6,20-24,94,674359
2674359,"5-р баг, Төгөл",7,25-29,83,674359
2674359,"5-р баг, Төгөл",8,30-34,84,674359
2674359,"5-р баг, Төгөл",9,35-39,53,674359
2674359,"5-р баг, Төгөл",10,40-44,46,674359
2674359,"5-р баг, Төгөл",11,45-49,58,674359
2674359,"5-р баг, Төгөл",12,50-54,79,674359
2674359,"5-р баг, Төгөл",13,55-59,80,674359
2674359,"5-р баг, Төгөл",14,60-64,49,674359
2674359,"5-р баг, Төгөл",15,65-69,16,674359
2674359,"5-р баг, Төгөл",16,70+,33,674359
2674361,"6-р баг, Гун баг",2,0-4,59,674361
2674361,"6-р баг, Гун баг",3,5-9,55,674361
2674361,"6-р баг, Гун баг",4,10-14,22,674361
2674361,"6-р баг, Гун баг",5,15-19,24,674361
2674361,"6-р баг, Гун баг",6,20-24,39,674361
2674361,"6-р баг, Гун баг",7,25-29,52,674361
2674361,"6-р баг, Гун баг",8,30-34,29,674361
2674361,"6-р баг, Гун баг",9,35-39,25,674361
2674361,"6-р баг, Гун баг",10,40-44,14,674361
2674361,"6-р баг, Гун баг",11,45-49,24,674361
2674361,"6-р баг, Гун баг",12,50-54,15,674361
2674361,"6-р баг, Гун баг",13,55-59,18,674361
2674361,"6-р баг, Гун баг",14,60-64,20,674361
2674361,"6-р баг, Гун баг",15,65-69,3,674361
2674361,"6-р баг, Гун баг",16,70+,5,674361
2674651,"1-р баг, Тураг",2,0-4,38,674651
2674651,"1-р баг, Тураг",3,5-9,40,674651
2674651,"1-р баг, Тураг",4,10-14,41,674651
2674651,"1-р баг, Тураг",5,15-19,38,674651
2674651,"1-р баг, Тураг",6,20-24,29,674651
2674651,"1-р баг, Тураг",7,25-29,21,674651
2674651,"1-р баг, Тураг",8,30-34,34,674651
2674651,"1-р баг, Тураг",9,35-39,35,674651
