id ,aimag,sum,point_name,PID,B_gradWGS84,B_minWGS84,B_secWGS84,L_gradWGS84,L_minWGS84,L_secWGS84,N_UTM,E_UTM,ondor,B_degree,L_degree
633,Төв,Баянцагаан,Тп Буриду,L480557,46,54,0.955261,107,7,23.176232,5196269.1614,661707.948,1623.103,46.9002653502778,107.123104508889
634,Төв,Баянцагаан,ГЦХ1 410172,GPSB00361,46,46,3.646887,107,9,35.154803,5181612.7203,664905.4046,1347.592,46.7676796908333,107.159765223056
635,Төв,Баянцогт,Тп. 511,M481713,48,9,46.407271,105,59,8.280965,5334874.8296,573291.6922,1653.985,48.1628909086111,105.985633601389
636,Төв,Баянцогт,Даргиат уул,M481310,48,9,15.511577,105,46,57.584834,5333747.408,558208.5858,1504.974,48.1543087713889,105.782662453889
637,Төв,Баянцогт,1327,M481312,48,3,7.242386,105,49,14.302885,5322406.8817,561154.2542,1254.524,48.0520117738889,105.820639690278
638,Төв,Баянцогт,Улаан гозгор,M481228,48,5,8.577728,105,53,26.10091,5326210.8619,566323.1248,1409.253,48.0857160355556,105.890583586111
639,Төв,Баянцогт,Тп. 1324,M481309,48,2,1.884656,105,38,3.823302,5320257.9576,547291.9686,1341.774,48.0338568488889,105.634395361667
640,Төв,Баянцогт,Дулаан даваа,M481353,48,1,35.157102,106,13,57.499709,5319973.1047,591901.5943,1752.897,48.0264325283333,106.232638808056
641,Төв,Баянцогт,Зарааны хөтөл,GPSB00362,48,1,28.001409,106,22,42.411057,5319936.3743,602776.3687,1648.123,48.0244448358333,106.378447515833
642,Төв,Баянцогт,ГЦХ-1 41-0047,GPSB00363,48,2,52.502835,106,24,32.555053,5322586.4533,605009.7959,1585.736,48.0479174541667,106.409043070278
643,Төв,Борнуур,ГЦХ-1 41-0097,GPSB00364,48,28,24.783971,106,16,4.220653,5369711.8679,593705.4156,1001.14,48.4735511030556,106.267839070278
644,Төв,Борнуур,92-ын суурин,GPSB00365,48,23,7.213564,106,13,25.072606,5359853.5849,590594.7835,1178.933,48.3853371011111,106.223631279444
645,Төв,Борнуур,Холбоо толгой,GPSB00366,48,28,59.711742,106,9,28.572457,5370661.5379,585566.4065,1198.766,48.4832532616667,106.157936793611
646,Төв,Борнуур,ГЦХ1-410175,GPSB00367,48,28,21.678655,106,12,9.618972,5369538.2392,588890.536,1161.893,48.4726885152778,106.202671936667
647,Төв,Борнуур,ТП-587,M481594,48,41,27.567877,106,12,26.02166,5393808.7667,588843.8308,1204.616,48.6909910769444,106.207228238889
648,Төв,Бүрэн,ГЦХ-1 41-0044,GPSB00368,46,46,27.548132,105,33,31.174696,5180237.0024,542650.8873,1450.208,46.7743189255556,105.558659637778
649,Төв,Дэлгэрхаан,Нарин Ухагин,L480106,46,40,25.145028,104,23,35.102811,5169078.07,453578.7233,1638.283,46.6736513966667,104.393084114167
650,Төв,Дэлгэрхаан,Угалз уул,L480103,46,55,28.188686,104,21,37.608573,5196972.2809,451309.2148,2119.037,46.9244968572222,104.360446825833
651,Төв,Дэлгэрхаан,Тарамцаг обо,L480127,46,33,38.196522,104,31,44.959307,5156445.8626,463911.3898,1924.401,46.560610145,104.529155363056
652,Төв,Жаргалант,Хуучин туяа,GPSB00369,48,30,53.072275,105,53,27.849693,5373897.615,565805.5316,1047.573,48.5147422986111,105.891069359167
653,Төв,Заамар,1344,L480269,47,56,40.534223,104,44,9.393492,5310175.7164,480281.4329,1290.093,47.9445928397222,104.735942636667
654,Төв,Заамар,Дайв уул,L480015,47,59,7.741819,104,49,10.228805,5314702.5761,486532.3342,1529.691,47.9854838386111,104.819508001389
655,Төв,Заамар,39ac,M480692,48,37,45.447981,104,40,1.242623,5386300.67,475464.1839,1134.957,48.6292911058333,104.667011839722
656,Төв,Заамар,Tp. Ar urt,M481656,48,24,56.602998,104,49,56.559947,5362521.3653,487596.9248,1152.904,48.415723055,104.832377763056
657,Төв,Заамар,ГЦХ-1 41-0061,GPSB00370,48,21,52.709006,104,49,34.604306,5356844.4717,487132.7781,1253.64,48.3646413905556,104.826278973889
658,Төв,Заамар,ГЦХ-1 41-0082,GPSB00371,48,22,30.431058,104,48,24.825711,5358012.6059,485700.051,1315.369,48.3751197383333,104.806896030833
659,Төв,Заамар,Заамар уул 7761,M480162,48,10,42.933294,104,33,23.602478,5336245.4242,467035.456,1815.966,48.1785925816667,104.556556243889
660,Төв,Зуунмод ,3438 прамид,GPSB00372,47,42,49.450767,106,56,3.20532,5286295.9483,645078.2083,1623.014,47.7137363241667,106.9342237
661,Төв,Лүн,ГЦХ-1 41-0031,GPSB00373,47,49,38.683763,104,49,47.39668,5297132.109,487263.9849,1096.075,47.8274121563889,104.829832411111
662,Төв,Лүн,1358,L480280,47,43,26.866783,104,55,32.447334,5285641.7969,494426.5567,1423.084,47.7241296619444,104.925679815
663,Төв,Лүн,1346,L480270,47,56,18.141714,104,50,53.990171,5309461.7735,488672.6783,1325.109,47.9383726983333,104.848330603056
664,Төв,Лүн,PP-090,GPSB00374,47,46,29.225563,105,24,20.49964,5291348.6769,530394.4302,1103.377,47.7747848786111,105.405694344444
665,Төв,Лүн,ГЦХ-1 41-0024,GPSB00375,47,51,54.141013,105,15,49.040669,5301333.702,519716.2745,1002.418,47.8650391702778,105.263622408056
666,Төв,Лүн,ГЦХ-1 41-0033,GPSB00376,47,51,57.816303,105,15,14.47922,5301444.7643,518997.8895,1009.806,47.8660600841667,105.254022005556
667,Төв,Мөнгөнморьт,ГЦТ 1168,GPSB00377,48,12,2.973086,108,28,30.792874,5341703.8603,312401.6046,1446.235,48.2008258572222,108.475220242778
668,Төв,Мөнгөнморьт,ГЦХ-1 41-0065,GPSB00378,48,1,59.610717,108,31,53.04632,5322941.5417,315977.899,1389.933,48.0332251991667,108.531401755556
669,Төв,Мөнгөнморьт,ГЦХ-1 41-0062,GPSB00379,48,1,18.605029,108,30,57.176807,5321712.8554,314780.2552,1383.629,48.0218347302778,108.515882446389
670,Төв,Өндөрширээт,Салдаг толгой,GPSB00380,47,39,41.409967,104,56,8.274823,5278680.7842,495167.1034,1182.081,47.6615027686111,104.935631895278
671,Төв,Өндөрширээт,Ундур Ула,GPSB00381,47,28,50.730603,104,51,33.656728,5258600.8977,489403.2288,1454.202,47.4807585008333,104.859349091111
672,Төв,Өндөрширээт,Хатан гозгор,GPSB00382,47,37,27.720172,104,50,33.385328,5274563.5166,488174.2187,1359.919,47.6243667144444,104.842607035556
673,Төв,Өндөрширээт,1458,L480320,47,39,9.896812,104,57,32.814702,5277706.7132,496929.7672,1275.267,47.6527491144444,104.959115195
674,Төв,Өндөрширээт,1461,L480329,47,23,6.305595,104,53,47.977731,5247963.8188,492200.1798,1385.036,47.3850848875,104.896660480833
675,Төв,Өндөрширээт,1130,L480198,47,32,43.172837,104,57,15.832446,5265768.0927,496568.5066,1308.286,47.5453257880556,104.954397901667
676,Төв,Өндөрширээт,1459,L480323,47,35,11.560425,104,49,7.996152,5270363.9229,486382.2538,1373.789,47.5865445625,104.81888782
677,Төв,Өндөрширээт,1454,L480324,47,34,36.066749,104,30,10.68249,5269371.9672,462621.3502,1296.334,47.5766852080556,104.502967358333
678,Төв,Өндөрширээт,1561,L480859,47,13,19.876245,105,16,24.872128,5229891.8159,520712.3562,1319.314,47.2221878458333,105.273575591111
679,Төв,Сэргэлэн,Тп 1527,L480465,47,22,26.609437,107,19,12.195934,5249343.0271,675144.7849,1609.4,47.3740581769444,107.320054426111
680,Төв,Сэргэлэн,Юмт GP19,GPSB00383,47,40,21.175229,106,52,53.727322,5281621.3028,641241.7832,1442.308,47.6725486747222,106.881590922778
681,Төв,Сэргэлэн,ГЦХ-1 41-0103,GPSB00384,47,43,58.934937,106,54,48.67263,5288402.3878,643472.3507,1614.135,47.7330374825,106.913520175
682,Төв,Сэргэлэн,Тп 1158,GPSB00385,47,31,35.833265,106,48,40.441659,5265277.9698,636339.2898,1500.631,47.5266203513889,106.811233794167
683,Төв,Сэргэлэн,Тп 1584,GPSB00386,47,7,43.52316,106,38,39.542705,5220784.1682,624708.2978,1535.333,47.1287564333333,106.644317418056
684,Төв,Сэргэлэн,Х марк 3046,GPSB00387,47,19,46.768867,107,5,54.257657,5243934.0224,658545.7105,1531.505,47.3296580186111,107.098404904722
685,Төв,Сэргэлэн,Ээж хад,GPSB00388,47,19,40.043766,107,1,31.480008,5243580.44,653036.2248,1609.074,47.327789935,107.025411113333
686,Төв,Сэргэлэн,ГЦХ1 410173,GPSB00389,47,32,20.349657,107,17,25.890935,5267605.0597,672375.5571,1620.025,47.5389860158333,107.290525259722
687,Төв,Угтаалцайдам,Тп. 1319,M481299,48,2,35.248022,105,16,44.046343,5321130.9705,520787.464,1238.146,48.0431244505556,105.278901761944
688,Төв,Угтаалцайдам,Тп. 1323,M481308,48,4,32.654725,105,31,19.952432,5324850.0688,538897.3363,1552.996,48.0757374236111,105.522209008889
689,Төв,Цээл,Замт,M481267,48,35,38.175078,105,25,0.298728,5382401.1629,530729.1097,1083.414,48.5939375216667,105.416749646667
690,Төв,Эрдэнэ,ГЦХ-1 41-0076,GPSB00390,47,45,2.391062,107,45,40.696509,5292281.2065,706963.8649,1652.531,47.7506641838889,107.761304585833
691,Төв,Эрдэнэ,ГЦХ-1 41-0075,GPSB00391,47,42,46.770646,107,49,31.396999,5288268.2225,711919.5427,1602.601,47.7129918461111,107.825388055278
692,Төв,Эрдэнэ,Ширүүн,L480470,47,39,12.690222,107,49,43.921925,5281669.3829,712421.9341,1826.396,47.6535250616667,107.828867201389
693,Төв,Эрдэнэ,Цогтын даваа,L480471,47,39,15.8477,107,32,38.439443,5281025.1075,691030.0095,1857.773,47.6544021388889,107.544010956389
694,Төв,Эрдэнэ,Рп 5001,GPSB00392,47,44,51.823889,107,57,4.097647,5292480.4408,721203.465,1500.884,47.7477288580556,107.951138235278
695,Төв,Эрдэнэ,Рп 5015,GPSB00393,47,46,8.972988,107,53,58.028379,5294715.4143,717240.3533,1517.452,47.7691591633333,107.8994523275
696,Төв,Эрдэнэ,Тп1430,L480781,47,53,40.500949,107,48,27.862765,5308400.1735,709862.6919,1951.284,47.8945835969444,107.807739656944
697,Төв,Эрдэнэ,Тп 1431,L480785,47,50,7.662214,107,33,36.969105,5301186.5414,691584.8321,1628.28,47.8354617261111,107.560269195833
698,Төв,Эрдэнэ,Ар булгийн овоо,L480427,47,58,19.882076,107,39,17.754617,5316620.4744,698145.1221,1907.305,47.9721894655556,107.654931838056
699,Төв,Эрдэнэ,Хушингийн уул,L480431,47,50,34.10414,107,45,57.606061,5302533.5255,706949.4229,1924.47,47.8428067055556,107.766001683611
700,Төв,Эрдэнэ,Тп 1425,L480784,47,51,16.355386,107,38,45.37433,5303523.0975,697922.2853,1715.555,47.8545431627778,107.645937313889
701,Төв,Эрдэнэ,Халдзан,L480430,47,54,17.544346,107,40,1.439412,5309170.7448,699309.425,1727.915,47.9048734294444,107.667066503333
702,Төв,Эрдэнэ,Хойт ,M481432,48,8,32.29212,107,13,19.832169,5334504.9539,665303.4352,2196.879,48.1423033666667,107.2221756025
703,Төв,Эрдэнэсант,1634,L480316,47,25,11.546383,104,19,4.34032,5252050.427,448548.6124,1596.223,47.4198739952778,104.317872311111
704,Төв,Эрдэнэсант,1681,L480310,47,33,19.909192,104,15,41.63036,5267165.3769,444444.6542,1247.527,47.5555303311111,104.261563988889
705,Төв,Эрдэнэсант,ГЦХ-1 41-0051,GPSB00394,47,23,18.245059,104,34,5.809126,5248417.564,467416.8963,1413.982,47.3884014052778,104.568280312778
706,Төв,Эрдэнэсант,Хутул Ула,L480059,47,21,24.771269,104,45,27.628517,5244852.6987,481700.1064,1414.055,47.3568809080556,104.757674588056
707,Төв,Эрдэнэсант,1455,L480326,47,26,36.77444,104,38,55.642906,5254515.7393,473520.8207,1575.848,47.4435484555556,104.648789696111
708,Төв,Эрдэнэсант,Нуруу,GPSB00395,47,5,33.859628,104,23,1.491096,5215654.1492,453230.2438,1856.168,47.0927387855556,104.383747526667
709,Төв,Эрдэнэсант,Хавцал,GPSB00396,47,0,21.530589,104,24,33.224359,5205998.0716,455091.3602,1931.074,47.0059807191667,104.409228988611
710,Төв,Эрдэнэсант,ГЦХ-1 41-0071,GPSB00397,47,10,41.472464,104,19,24.274879,5225187.6972,448733.1818,1775.094,47.1781867955556,104.323409688611
711,Төв,Эрдэнэсант,1231,L480213,47,14,13.139587,104,35,5.354676,5231583.3322,468575.6152,1641.299,47.2369832186111,104.584820743333
712,Төв,Эрдэнэсант,Талайн,L480101,46,59,26.042296,104,29,23.043419,5204242.2302,461199.963,1873.097,46.9905673044445,104.489734283056
713,Улаанбаатар,Чингэлтэй,110001,L480392,47,59,0.309403,106,51,23.569877,5316125.1182,638531.9515,1800.388,47.9834192786111,106.856547188056
714,Улаанбаатар,Баянзүрх дүүрэг,Шилжир,L480412,47,55,43.63145,107,16,22.707749,5310885.7088,669782.3863,2004.552,47.9287865138889,107.272974374722
715,Улаанбаатар,Баянзүрх дүүрэг,Зүрх,L480414,47,53,48.937883,107,8,28.07729,5307063.2562,660033.0341,1833.64,47.8969271897222,107.141132580556
716,Улаанбаатар,Баянзүрх дүүрэг,Урд гол,GPSB00398,48,1,12.879008,107,7,17.892309,5320728.1332,658198.8703,1991.671,48.0202441688889,107.1216367525
717,Улаанбаатар,Налайх дүүрэг,Хөндий,GPSB00399,47,40,25.283973,107,16,50.182283,5282552.7711,671188.833,1615.172,47.6736899925,107.280606189722
718,Улаанбаатар,Налайх дүүрэг,Баян Уул,L480423,47,43,30.812713,107,12,59.858369,5288140.6472,666222.6567,1717.203,47.7252257536111,107.216627324722
719,Улаанбаатар,Хан-Уул дүүрэг,Талайн обо,L480399,47,53,4.216803,106,52,7.510112,5305153.893,639708.9537,1387.937,47.8845046675,106.868752808889
720,Хөвсгөл ,Баянзүрх,ГЦХ-1 63-0030,GPSB00400,50,10,23.583644,98,58,3.035449,497679.9025,5557890.6305,1624.786,50.1732176788889,98.9675098469445
721,Хөвсгөл ,Баянзүрх,ГЦХ-1 67-033,GPSB00401,50,10,51.04335,98,58,42.925143,498471.394,5558738.4528,1630.788,50.180845375,98.9785903175
722,Хөвсгөл ,Бүрэн тогтох,ГЦХ-1 67-035,GPSB00402,49,23,27.272719,99,1,38.094694,501977.3822,5470913.1251,2074.397,49.3909090886111,99.0272485261111
723,Хөвсгөл ,Бүрэн тогтох,ГЦХ-1 81-013,GPSB00403,49,25,52.910398,100,12,58.592195,588189.6708,5476121.366,2432.934,49.4313639994444,100.216275609722
724,Хөвсгөл ,Бүрэн тогтох,ГЦХ-1 63-0028,GPSB00404,49,27,28.260001,99,17,1.525208,520563.7868,5478393.5177,2139.743,49.4578500002778,99.2837570022222
725,Хөвсгөл ,Бүрэн тогтох,ГЦХ-1 67-006,GPSB00405,49,15,46.912172,99,31,29.378558,538184.5746,5456828.8907,2266.514,49.2630311588889,99.5248273772222
726,Хөвсгөл ,Цагаануул,ГЦХ-1 67-018,GPSB00406,49,36,43.244904,99,2,7.944274,502567.4922,5495494.5333,2152.246,49.6120124733333,99.0355400761111
727,Хөвсгөл ,Галт,ГЦХ-1 67-025,GPSB00407,48,56,19.71345,100,24,31.297769,603160.1711,5421609.8348,2051.29,48.9388092916667,100.408693824722
728,Хөвсгөл,Жаргалант,670001,GPSB00408,48,41,32.365925,99,16,17.539214,5393289.3729,519983.0603,2335.858,48.6923238680556,99.2715386705556
729,Хөвсгөл,Жаргалант,670002,GPSB00409,48,35,25.554749,99,21,11.471339,5381987.8657,526044.0781,1548.856,48.5904318747222,99.3531864830556
730,Хөвсгөл,Жаргалант,670003,GPSB00410,48,24,53.125164,99,9,42.471146,5362413.0567,511972.3084,2555.344,48.41475699,99.1617975405556
731,Хөвсгөл,Жаргалант,670004,GPSB00411,48,29,39.854772,99,19,30.353599,5371304.5919,524018.2349,2363.003,48.4944041033333,99.3250982219444
732,Хөвсгөл ,Их уул,ГЦХ-1 67-005,GPSB00412,49,46,57.885298,101,28,19.19411,677948.8272,5517407.9746,2080.482,49.7827459161111,101.471998363889
733,Хөвсгөл ,Тосонцэнгэл,ГЦХ-1 67-008,GPSB00413,49,33,46.970761,100,39,13.027378,619578.016,5491363.6987,1855.197,49.5630474336111,100.653618716111
734,Хөвсгөл ,Түнэл,БТСК-2647,M47444,49,49,31.993697,100,13,53.380468,588575.4174,5519962.6564,1975.428,49.8255538047222,100.231494574444
735,Хөвсгөл ,Түнэл,ГЦХ-1 67-009,GPSB00414,49,59,43.558208,100,26,36.902426,603465.3566,5539121.4126,2128.522,49.9954328355556,100.443584007222
736,Хөвсгөл ,Цагаан уул,ГЦХ-1 67-023,GPSB00415,49,50,29.998266,98,11,49.21543,442263.183,5521335.8891,2398.385,49.841666185,98.1970042861111
737,Хөвсгөл ,Цагаан уул,ГЦХ-1 67-024,GPSB00416,49,46,31.882894,98,25,2.070605,458041.4072,5513835.7358,2304.723,49.7755230261111,98.4172418347222
738,Хөвсгөл ,Цагаан уул,000-БТСК,M47091,49,51,14.384808,98,29,45.954677,463777.6843,5522519.2494,2320.798,49.85399578,98.4960985213889
739,Хөвсгөл ,Цагаан уул,ГЦХ-1 67-010,GPSB00417,49,58,52.338121,98,19,2.884143,451066.0467,5536764.2116,2328.64,49.9812050336111,98.3174678175
740,Хөвсгөл ,Цагаан уул,ГЦХ-1 67-031,GPSB00418,49,48,55.96011,98,39,27.300442,475366.27,5518178.6577,2438.116,49.815544475,98.6575834561111
741,Хөвсгөл ,Цагаан уул,ГЦХ-1 67-037,GPSB00419,49,53,48.985125,98,44,36.447525,481575.0974,5527203.7087,2144.194,49.8969403125,98.7434576458333
742,Хөвсгөл ,Цагаан уул,ГЦХ-1 67-021,GPSB00420,49,59,28.426591,98,33,55.165138,468842.402,5537746.0986,2290.166,49.9912296086111,98.5653236494444
743,Хөвсгөл ,Цагаан уул,ГЦХ-1 67-019,GPSB00421,49,27,20.569917,98,17,49.266455,449053.0841,5478354.8463,2106.017,49.4557138658333,98.2970184597222
744,Хөвсгөл ,Цагаан уул,ГЦХ-1 67-014,GPSB00422,49,39,34.401242,98,24,9.008646,456877.6014,5500951.0721,2459.772,49.6595559005556,98.4025024016667
745,Хөвсгөл ,Цагаан уул,ГЦХ-1 67-029,GPSB00423,49,26,12.644614,98,47,42.286503,485143.1274,5476039.8775,2361.326,49.4368457261111,98.7950795841667
746,Хөвсгөл ,Цагаан уул,ГЦХ-1 67-012,GPSB00424,49,39,27.563105,98,46,59.044547,484343.0015,5500591.0993,2187.85,49.6576564180556,98.7830679297222
747,Хөвсгөл ,Цагаан уул,ГЦХ-1 67-016,GPSB00425,49,22,20.701123,98,31,7.876888,465071.008,5468968.261,2269.923,49.3724169786111,98.5188546911111
748,Хөвсгөл ,Цагаан уул,ГЦХ-1 67-034,GPSB00426,49,6,37.682798,98,45,31.341868,482390.2243,5439764.0729,2609.747,49.1104674438889,98.7587060744444
749,Хөвсгөл ,Цэцэрлэг,ГЦХ-1 67-022,GPSB00427,49,22,41.10776,97,20,12.760116,379281.0186,5470817.1543,2492.483,49.3780854888889,97.33687781
750,Хөвсгөл ,Цэцэрлэг,ГЦХ-1 67-020,GPSB00428,49,30,5.819437,97,7,36.496881,364374.6823,5484906.7028,2178.657,49.5016165102778,97.1268046891667
751,Хөвсгөл ,Цэцэрлэг,ГЦХ-1 67-032,GPSB00429,49,35,30.666334,97,0,55.320446,356571.2109,5495144.357,2157.035,49.5918517594444,97.0153667905556
752,Хөвсгөл ,Цэцэрлэг,ГЦХ-1 67-011,GPSB00430,49,26,12.644614,98,47,42.286503,485143.1274,5476039.8775,2361.326,49.4368457261111,98.7950795841667
753,Хөвсгөл ,Цэцэрлэг,ГЦХ-1 67-015,GPSB00431,49,5,45.868979,97,45,51.869161,409800.6295,5438871.1793,2609.492,49.0960747163889,97.7644081002778
754,Хөвсгөл ,Цагаан уул,ГЦХ-1 67-032,GPSB00432,49,17,47.240777,98,41,41.98488,477823.9401,5460456.9599,2194.734,49.2964557713889,98.6949958
755,Хөвсгөл ,Эрдэнэбулган,ГЦХ-1 67-007,GPSB00433,49,58,46.247819,101,31,17.10975,680769.4864,5539399.8817,1946.31,49.9795132830556,101.521419375
756,Хэнтий ,Батноров,ГЦХ-1 23-0052,GPSB00434,47,48,11.830499,111,25,38.415796,531998.4395,5294525.09,1297.092,47.8032862497222,111.427337721111
757,Хэнтий ,Батноров,ГЦХ-1 23-0053,GPSB00435,47,49,44.345561,111,40,37.222706,550668.1904,5297514.753,1183.551,47.8289848780556,111.677006307222
758,Хэнтий ,Батноров,ГЦХ-1 23-0059,GPSB00436,47,46,27.87447,111,5,36.514029,507003.2427,5291231.511,1328.592,47.774409575,111.093476119167
759,Хэнтий ,Батноров,ГЦХ-1 23-0060,GPSB00437,47,40,30.434551,111,5,19.542763,506662.7005,5280196.083,1136.131,47.6751207086111,111.088761878611
760,Хэнтий ,Батноров,  ГЦХ-1 23-0048,GPSB00438,48,3,25.403249,111,0,50.33584,501041.857,5322641.939,1345.597,48.0570564580556,111.013982177778
761,Хэнтий ,Батноров,  ГЦХ-1 23-0058,GPSB00439,48,0,5.373857,110,58,37.122986,498282.7572,5316466.393,1365.77,48.0014927380556,110.976978607222
762,Хэнтий ,Баян-Адрага,  ГЦХ-1 23-0032,GPSB00440,48,37,54.514473,111,9,34.009958,511748.09,5386539.381,996.602,48.6318095758333,111.159447210556
763,Хэнтий ,Баянхутаг,Триангуляци УВТ,L490132,47,20,10.158972,110,57,7.207357,496373.8777,5242522.044,1206.29,47.33615527,110.952002043611
764,Хэнтий ,Баянхутаг,4119,GPSB00441,46,54,27.562627,110,12,16.03349,439414.1374,5195209.536,1227.557,46.9076562852778,110.204453747222
765,Хэнтий ,Баянхутаг,ГЦХ-1 23-0034,GPSB00442,47,10,23.339874,110,53,59.408359,492409.5846,5224410.796,1377.523,47.173149965,110.899835655278
766,Хэнтий ,Биндэр,  ГЦХ-1 23-0057,GPSB00443,48,16,59.967924,110,54,36.070398,493324.6979,5347795.25,1169.435,48.2833244233333,110.910019555
767,Хэнтий ,Бор-Өндөр,ГЦХ-1 23-0062,GPSB00444,46,28,8.12813,109,37,40.010306,394647.5476,5147065.098,1525.763,46.4689244805556,109.627780640556
768,Хэнтий ,Бор-Өндөр,ГЦХ-1 23-0002,GPSB00445,46,11,36.53084,109,33,58.000011,389358.7623,5116544.141,1230.744,46.1934807888889,109.566111114167
769,Хэнтий ,Галшар,ГЦХ-1 23-0066,GPSB00446,46,51,43.049317,110,48,38.686178,485574.854,5189841.59,1268.97,46.8619581436111,110.810746160556
770,Хэнтий ,Галшар,ГЦХ-1 23-0008,GPSB00447,46,54,7.167265,110,57,2.90782,496253.2958,5194273.983,1258.787,46.9019909069444,110.950807727778
771,Хэнтий ,Галшар,ГЦХ-1 23-0065,GPSB00448,46,37,6.769361,110,39,1.608139,473236.4765,5162835.382,1499.042,46.6185470447222,110.650446705278
772,Хэнтий ,Галшар,Триангуляци УВТ,L490512,46,7,27.127938,110,40,52.896352,475382.2437,5107896.704,1182.693,46.124202205,110.681360097778
773,Хэнтий ,Галшар,ГЦХ-1 23-0064,GPSB00449,46,8,3.994098,110,35,30.719519,468473.9197,5109066.14,1197.118,46.134442805,110.591866533056
774,Хэнтий ,Галшар,Дугааргүй,GPSB00450,46,10,59.079567,110,40,40.892484,475151.1434,5114439.381,1228.22,46.1830776575,110.67802569
775,Хэнтий ,Галшар,Триангуляци,L490509,46,17,48.78228,110,51,31.424646,489119.7179,5127043.894,1257.652,46.2968839666667,110.858729068333
776,Хэнтий ,Галшар,ГЦХ-1 23-0006,GPSB00451,46,21,58.971387,110,57,41.680733,497044.5919,5134756.955,1302.885,46.3663809408333,110.961577981389
777,Хэнтий ,Галшар,ГЦХ-1 23-0007,GPSB00452,46,31,11.458168,110,48,13.37658,484944.2197,5151827.687,1345.929,46.5198494911111,110.803715716667
778,Хэнтий ,Дархан,ГЦХ-1 23-0005,GPSB00453,46,55,0.597698,109,15,14.764922,367062.5752,5197401.606,1205.45,46.9168326938889,109.254101367222
779,Хэнтий ,Дархан,ГЦХ-1 23-0063,GPSB00454,46,28,17.213508,109,10,59.255761,360516.0839,5148034.494,1525.901,46.4714481966667,109.183126600278
780,Хэнтий ,Дархан,Триангуляци УВТ,L490403,46,33,47.278476,109,6,56.070267,355573.3516,5158343.424,1571.837,46.56313291,109.115575074167
781,Хэнтий ,Дархан,Триангуляци УВТ,L490405,46,37,29.795818,109,16,44.950881,368260.0383,5164925.024,1715.131,46.6249432827778,109.2791530225
782,Хэнтий ,Дархан,ГЦХ-1 23-0003,GPSB00455,46,37,42.679294,109,24,57.159884,378734.8805,5165103.195,1261.146,46.6285220261111,109.415877745556
783,Хэнтий ,Дархан,ГЦХ-1 23-0004,GPSB00456,46,37,21.029221,109,24,22.869521,377992.2271,5164449.651,1266.779,46.6225081169444,109.406352644722
784,Хэнтий ,Дархан,Холбоо 851,L490430,46,23,21.155278,109,56,1.125234,418010.8167,5137845.3,1327.312,46.3892097994444,109.933645898333
785,Хэнтий ,Дархан,Триангуляци ОВТС,L490428,46,29,56.069876,109,57,39.241482,420266.553,5150006.528,1446.159,46.4989082988889,109.960900411667
786,Хэнтий ,Дархан,Триангуляци УВТ,L490419,46,38,51.113129,109,58,50.130204,421990.9384,5166501.41,1387.709,46.6475314247222,109.980591723333
787,Хэнтий ,Дархан,ГЦХ-1 23-0061,GPSB00457,46,24,49.510536,109,42,53.606436,401235.7239,5140822.301,1392.675,46.4137529266667,109.714890676667
788,Хэнтий ,Дархан,Триангуляци УВТ,L490410,46,23,50.222559,109,9,52.866779,358909.0068,5139826.651,1596.967,46.3972840441667,109.164685216389
789,Хэнтий ,Дэлгэрхаан,ГЦХ-1 23-0022,GPSB00458,47,14,15.708469,108,52,10.853526,338763.8414,5233780.204,1603.873,47.2376967969444,108.869681535
790,Хэнтий ,Дэлгэрхаан,ГЦХ-1 23-0023,GPSB00459,47,9,6.000244,109,2,20.32483,351336.8109,5223884.079,1311.175,47.1516667344444,109.038979119444
791,Хэнтий ,Дэлгэрхаан,1681,GPSB00460,47,11,8.844454,109,9,16.121093,360182.0545,5227462.738,1248.297,47.1857901261111,109.154478081389
792,Хэнтий ,Дэлгэрхаан,ГЦХ-1 23-0024,GPSB00461,47,10,51.662625,109,11,11.975413,362607.7867,5226875.24,1241.94,47.1810173958333,109.186659836944
793,Хэнтий ,Дэлгэрхаан,ГЦХ-1 23-0025,GPSB00462,47,10,34.654027,109,11,9.229396,362537.797,5226351.557,1233.707,47.1762927852778,109.185897054444
794,Хэнтий ,Дэлгэрхаан,Дугааргүй,GPSB00463,47,16,8.959678,109,20,16.964739,374286.2648,5236414.545,1411.234,47.2691554661111,109.338045760833
795,Хэнтий ,Мөрөн,Триангуляци 217,L490151,47,30,10.286782,110,26,27.974321,457909.9649,5261198.659,1663.62,47.5028574394444,110.441103978056
796,Хэнтий ,Хэрлэн,ГЦХ-1 23-0067,GPSB00464,47,30,39.734579,110,9,37.553825,436782.6738,5262297.942,1150.719,47.5110373830556,110.160431618056
797,Хэнтий ,Норовлин,ГЦХ-1 23-0054,GPSB00465,48,41,49.849904,111,59,25.607053,572881.4438,5394266.915,1030.65,48.6971805288889,111.990446403611
798,Хэнтий ,Норовлин,  ГЦХ-1 23-0051,GPSB00466,48,59,0.122601,112,0,42.904139,574038.337,5426100.149,1285.651,48.9833673891667,112.011917816389
799,Хэнтий ,Норовлин,ГЦХ-1 23-0047,GPSB00467,48,13,31.684269,112,4,35.360621,579950.1996,5341920.687,1237.227,48.2254678525,112.076489061389
800,Хэнтий ,Норовлин,ГЦХ-1 23-0049,GPSB00468,48,14,22.436777,112,26,5.841573,606543.5069,5343922.831,1061.622,48.2395657713889,112.4349559925
