id ,aimag,sum,point_name,PID,B_gradWGS84,B_minWGS84,B_secWGS84,L_gradWGS84,L_minWGS84,L_secWGS84,N_UTM,E_UTM,ondor,B_degree,L_degree
462,Өмнөговь,Гурвантэс,ГЦХ1 460007,GPSB00268,42,48,16.243028,101,11,14.993757,4741427.282,678866.9851,1267.437,42.8045119522222,101.187498265833
463,Өмнөговь,Гурвантэс,ГЦХ1 460011,GPSB00269,43,5,13.857062,101,17,32.852596,4773047.0267,686593.564,1831.362,43.0871825172222,101.292459054444
464,Өмнөговь,Гурвантэс,ГЦХ1 460012,GPSB00270,43,4,20.676332,101,36,34.680865,4772161.3533,712462.0411,1790.535,43.0724100922222,101.609633573611
465,Өмнөговь,Гурвантэс,ГЦХ1 460026,GPSB00271,43,51,14.323357,101,37,9.401461,4858989.7483,710515.688,1277.906,43.8539787102778,101.619278183611
466,Өмнөговь,Мандал-Овоо,ГУГК-1851,L481015,44,22,37.730435,103,49,23.130883,4914436.6593,406242.0487,1198.722,44.3771473430556,103.823091911944
467,Өмнөговь,Мандал-Овоо,ГЦХ1 460038,GPSB00272,44,28,19.890398,103,54,42.413782,4924896.1749,413447.8715,1117.612,44.4721917772222,103.911781606111
468,Өмнөговь,Мандал-Овоо  ,ГЦХ1 460037,GPSB00273,44,33,2.046776,103,46,58.864989,4933746.4799,403336.2089,1053.554,44.5505685488889,103.7830180525
469,Өмнөговь,Мандал-Овоо,ГЦХ1 460039,GPSB00274,44,37,35.835598,104,11,23.8937,4941793.1774,435743.9726,1129.922,44.6266209994444,104.189970472222
470,Өмнөговь,Мандал-Овоо,ГЦХ1-460043,GPSB00275,44,20,44.919277,104,28,57.562218,4910412.594,458764.0736,1368.789,44.3458109102778,104.482656171667
471,Өмнөговь,Манлай,Триангуляция-УВТ,L481238,44,9,55.01752,106,54,58.728914,4892016.169,653212.4619,1207.856,44.1652826444444,106.916313587222
472,Өмнөговь,Манлай,Триангуляция-УВТ,L481239,44,3,23.389098,106,32,2.987149,4879292.0116,622883.8932,1393.156,44.0564969716667,106.534163096944
473,Өмнөговь,Манлай,Триангуляция-УВТ,L481236,44,18,50.751649,106,59,28.726693,4908688.2262,658807.9026,1244.471,44.3140976802778,106.991312970278
474,Өмнөговь,Манлай,ГЦХ1-460075,GPSB00276,44,21,4.961749,106,42,22.759145,4912316.662,635993.3817,1384.737,44.3513782636111,106.706321984722
475,Өмнөговь,Манлай,ГЦХ1 460076,GPSB00277,44,18,23.9536,106,36,21.026061,4907187.0163,628082.3078,1402.481,44.3066537777778,106.6058405725
476,Өмнөговь,Ноён,ГЦХ1 460013,GPSB00278,42,59,0.679564,101,51,56.24454,4762970.1992,733641.6553,1643.078,42.9835221011111,101.865623483333
477,Өмнөговь,Ноён,ГЦХ1 460014,GPSB00279,42,55,38.955177,101,59,24.147517,4757100.8388,744007.8816,1562.358,42.9274875491667,101.990040976944
478,Өмнөговь,Ноён,ГЦХ1 460015,GPSB00280,42,40,46.846207,102,6,20.638963,4729306.7841,262863.0141,1339.634,42.6796795019444,102.105733045278
479,Өмнөговь,Ноён,ГЦХ1 460016,GPSB00281,42,34,48.626104,102,21,8.190807,4717593.7586,282718.1892,1274.662,42.5801739177778,102.352275224167
480,Өмнөговь,Ноён,ГЦХ1 460017,GPSB00282,42,35,3.095408,102,31,12.226782,4717622.8976,296501.2994,1278.488,42.5841931688889,102.520062995
481,Өмнөговь,Ноён,ГЦТ-3022,K48341,42,17,5.87856,102,23,21.281405,4684717.3417,284743.6555,1153.399,42.2849662666667,102.389244834722
482,Өмнөговь,Ноён,ГЦХ1 460018,GPSB00283,42,10,40.889401,102,42,31.754057,4672083.4733,310774.727,1334.762,42.1780248336111,102.708820571389
483,Өмнөговь,Ноён,ГЦХ1 460020,GPSB00284,42,40,32.391708,102,56,55.64584,4726838.6528,331929.6397,1256.794,42.6756643633333,102.948790511111
484,Өмнөговь,Ноён,Тахилга уул ,K48222,42,44,27.39448,102,25,30.762665,4735262.6042,289248.0398,1461.586,42.7409429111111,102.425211851389
485,Өмнөговь,Ноён,Шабак ус худаг,K48218,42,59,23.344585,102,26,14.900271,4762870.6422,291093.1091,1476.88,42.9898179402778,102.4374722975
486,Өмнөговь,Ноён,ГЦХ1 460022,GPSB00284,43,0,44.240999,102,42,32.478036,4764726.4175,313299.8196,1327.9,43.0122891663889,102.709021676667
487,Өмнөговь,Ноён,ГЦХ1 460023,GPSB00285,43,9,34.493995,102,29,54.774034,4781573.9539,296634.9933,1974.488,43.1595816652778,102.498548342778
488,Өмнөговь,Номгон, Хар овоо,K48363,42,16,15.718838,104,21,13.983856,4680071.5063,446717.803,1510.965,42.2710330105556,104.353884404444
489,Өмнөговь,Номгон,ГЦХ1-460053,GPSB00286,42,38,51.62804,104,44,8.913009,4721724.6783,478343.6081,1472.44,42.6476744555556,104.735809169167
490,Өмнөговь,Номгон,ГЦХ1-460056,GPSB00287,42,42,13.149761,105,8,55.566697,4727917.5165,512183.9904,1607.186,42.7036527113889,105.148768526944
491,Өмнөговь,Номгон,3881,K48199,43,5,41.51397,104,43,59.633108,4771384.0103,478289.6087,2080.611,43.0948649916667,104.733231418889
492,Өмнөговь, Номгон ,ГУГК-3663,K48048,42,46,16.962814,104,24,1.902844,4735601.5103,450957.2341,1666.971,42.7713785594444,104.400528567778
493,Өмнөговь,Номгон,ГЦХ1 460058,GPSB00288,42,8,16.421251,104,52,3.844788,4665095.1745,489069.7796,1591.956,42.1378947919444,104.867734663333
494,Өмнөговь,Номгон,542,K48403,41,43,20.219202,104,45,27.70937,4618970.7467,479846.0222,990.954,41.7222831116667,104.757697047222
495,Өмнөговь,Номгон,ГЦХ1 460055,GPSB00289,42,10,8.792163,105,15,57.93949,4668586.7362,521978.8607,1457.699,42.1691089341667,105.266094302778
496,Өмнөговь,Номгон,ГЦХ1-460060,GPSB00290,41,57,14.22391,105,32,45.277446,4644807.5847,545243.6563,1013.642,41.9539510861111,105.545910401667
497,Өмнөговь,Сэврэй,ГУГК-1529,K48126,43,21,36.858915,102,32,20.204588,4803761.5036,300575.7783,1474.584,43.3602385875,102.538945718889
498,Өмнөговь,Сэврэй,ГУГК-2089,K48120,43,21,26.160923,102,21,27.99181,4803880.6642,285884.1431,1519.857,43.3572669230556,102.357775502778
499,Өмнөговь,Сэврэй,ГЦХ1 460028,GPSB00291,43,50,51.838631,102,14,4.905593,4858678.4055,277724.3986,1618.195,43.8477329530556,102.234695998056
500,Өмнөговь,Сэврэй,ГЦХ1 460029,GPSB00292,43,50,29.688133,102,7,40.131451,4858288.0368,269109.1861,1295.087,43.8415800369445,102.127814291944
501,Өмнөговь,Ханбогд,ГЦХ1-460059,GPSB00293,42,18,6.60354,106,47,26.31821,4684841.9757,647596.2988,899.283,42.3018343166667,106.790643947222
502,Өмнөговь,Ханбогд,ГЦХ1 460061,GPSB00294,42,29,28.350146,106,42,56.593759,4705743.0654,640995.7463,939.71,42.4912083738889,106.715720488611
503,Өмнөговь,Ханбогд,ГЦХ1 460064,GPSB00295,42,40,14.681966,106,35,47.693851,4725488.2838,630828.836,1068.956,42.6707449905556,106.596581625278
504,Өмнөговь,Ханбогд,ГЦХ1 460067,GPSB00296,42,54,35.315183,106,40,44.494209,4752166.872,637056.1156,1240.856,42.9098097730556,106.679026169167
505,Өмнөговь,Ханбогд,Хүрдэт Баян хушуу    ,K48257,42,41,30.264769,106,52,45.988101,4728296.448,653955.9926,1023.871,42.6917402136111,106.879441139167
506,Өмнөговь,Ханбогд,ГЦХ1 460063,GPSB00297,42,31,13.456281,107,28,36.530421,4710531.7517,703449.6319,1114.208,42.5204045225,107.476814005833
507,Өмнөговь,Ханбогд,ГЦХ1-460072,GPSB00298,42,25,45.364221,107,59,17.883162,4701766.2649,745823.8467,1250.997,42.4292678391667,107.988300878333
508,Өмнөговь,Ханбогд,ГЦХ1-460071,GPSB00299,43,8,24.983162,107,40,55.776896,4779884.4826,718125.7814,896.515,43.1402731005556,107.682160248889
509,Өмнөговь,Ханхонгор,ГЦХ1 460033,GPSB00300,44,10,20.042924,104,10,48.334014,4891329.6,434455.0587,1328.653,44.1722341455556,104.180092781667
510,Өмнөговь,Ханхонгор,ГЦХ1 460042,GPSB00301,43,51,56.530343,104,59,44.405111,4856956.9398,499651.9102,1639.851,43.8657028730556,104.995668086389
511,Өмнөговь,Ханхонгор,ГЦХ1 460044,GPSB00302,43,46,55.049284,104,1,19.453476,4848120.5582,421308.6338,1553.53,43.7819581344444,104.02207041
512,Өмнөговь,Ханхонгор,ГЦХ1 460052,GPSB00303,43,21,25.08167,105,9,9.576383,4800467.9446,512370.7999,1516.941,43.3569671305556,105.152660106389
513,Өмнөговь,Хүрмэн,ГЦХ1 460048,GPSB00304,42,49,43.418502,103,53,18.859454,4742394.5541,409157.6889,1417.776,42.8287273616667,103.888572070556
514,Өмнөговь,Хүрмэн,ГЦХ1 460046,GPSB00305,43,4,31.101327,104,4,7.844864,4769598.1509,424195.6795,1812.046,43.0753059241667,104.068845795556
515,Өмнөговь,Хүрмэн,ГЦХ1-460050,GPSB00306,42,46,27.395568,103,42,5.949247,4736566.4175,393786.563,1434.37,42.7742765466667,103.701652568611
516,Өмнөговь,Хүрмэн,ГЦХ1-460049,GPSB00307,42,25,44.987541,103,30,8.517505,4698513.924,376805.1163,1315.775,42.4291632058333,103.502365973611
517,Өмнөговь,Хүрмэн,Бандийн шанд худаг ,K48367,42,0,33.750815,104,19,16.202421,4651040.007,443788.807,1285.47,42.0093752263889,104.321167339167
518,Өмнөговь,Цогт-Овоо,Улаан овоо,L481197,44,24,8.649668,105,32,57.52278,4916715.1173,543741.8589,1431.25,44.4024026855556,105.549311883333
519,Өмнөговь,Цогт-Овоо,ГУГК-1913,L481225,44,14,45.409066,105,49,42.73931,4899523.9634,566152.3985,1471.74,44.2459469627778,105.828538697222
520,Өмнөговь,Цогт-Овоо,ГУГК-1739,L481224,44,14,49.932214,105,41,31.077374,4899562.5581,555246.9289,1528.679,44.2472033927778,105.691965937222
521,Өмнөговь,Цогт-Овоо,ГЦХ1 460040,GPSB00308,44,11,39.282773,105,31,48.109561,4893584.1682,542355.8514,1430.593,44.1942452147222,105.530030433611
522,Өмнөговь,Цогт-Овоо,ГЦХ1 460041,GPSB00309,44,8,40.702586,105,23,36.562605,4888013.1133,531470.9462,1483.452,44.1446396072222,105.3934896125
523,Өмнөговь,Цогт-Овоо,ГУГК-2075,L481222,44,2,56.963516,105,8,45.79034,4877342.9402,511699.9874,1512.992,44.0491565322222,105.146052872222
524,Сүхбаатар ,Асгат,Булангийн ,L491823,45,40,4.071731,113,38,31.289238,5060533.816,705797.3271,1178.835,45.6677977030556,113.642024788333
525,Сүхбаатар,Баруун-Урт,GPS-11,GPSB00310,46,40,0.995689,113,17,42.863837,5170712.463,675575.6373,968.072,46.6669432469444,113.295239954722
526,Сүхбаатар,Баруун-Урт,7000,GPSB00311,46,40,50.540178,113,16,26.745107,5172194.732,673914.0809,987.401,46.680705605,113.274095863056
527,Сүхбаатар,Баруун-Урт,7001,GPSB00312,46,41,1.389629,113,16,51.211297,5172544.642,674424.1053,995.995,46.6837193413889,113.280892026944
528,Сүхбаатар,Баяндэлгэр,1806,GPSB00313,45,44,7.805256,112,21,34.394423,5065559.348,605773.6579,1129.193,45.73550146,112.359554006389
529,Сүхбаатар,Баяндэлгэр,Дунд зээрд,L491755,45,44,58.513307,111,56,27.621217,5066656.049,573192.1821,1095.326,45.7495870297222,111.941005893611
530,Сүхбаатар,Баяндэлгэр,Түхэм  ,L491760,45,59,44.918375,112,14,30.225359,5094331.563,596156.9761,918.048,45.9958106597222,112.241729266389
531,Сүхбаатар ,Баяндэлгэр,Түхэмийн баян овоо  ,L491933,45,10,2.054354,112,19,47.790468,5002388.908,604514.3431,1062.429,45.1672373205555,112.329941796667
532,Сүхбаатар,Дарьганга,Их-Уул  ,L50792,45,10,42.034968,114,20,49.53956,5006186.392,291560.4772,1583.56,45.1783430466667,114.347094322222
533,Сүхбаатар,Дарьганга,808,GPSB00314,45,17,53.78707,113,51,4.045219,5020040.662,723542.361,1246.055,45.2982741861111,113.851123671944
534,Сүхбаатар,Дарьганга,Богд уул,L50794,45,2,58.919869,114,4,45.989256,4992621.615,270014.4433,1749.401,45.0496999636111,114.07944146
535,Сүхбаатар ,Мөнххаан,Холбоо ,L490778,46,49,11.385648,111,40,15.116456,5185361.186,551174.0746,1431.166,46.8198293466667,111.670865682222
536,Сүхбаатар,Мөнххаан,Мэрэн,L490817,46,55,6.7144,112,3,55.615688,5196661.848,581124.094,1256.752,46.9185317777778,112.065448802222
537,Сүхбаатар,Мөнххаан,Орцогт,L490795,47,6,56.591724,112,10,3.479089,5218685.156,588577.6889,1154.692,47.1157199233333,112.167633080278
538,Сүхбаатар ,Наран,Хашаат,L492015,44,54,55.441589,113,53,1.425637,4977598.601,727616.6071,1504.105,44.9154004413889,113.883729343611
539,Сүхбаатар ,Наран,Цагаан,L492012,44,59,46.246929,113,48,49.376709,4986377.95,721778.7067,1420.289,44.9961797025,113.8137157525
540,Сүхбаатар ,Наран,1843,GPSB00315,45,7,59.294504,113,40,49.690491,5001236.048,710771.9183,1249.879,45.1331373622222,113.680469580833
541,Сүхбаатар ,Наран,Дарьганга,L491967,45,9,23.612833,113,39,52.426575,5003796.584,709435.3027,1237.332,45.1565591202778,113.6645629375
542,Сүхбаатар ,Онгон,Шуба  ,L492002,44,56,57.406039,112,39,47.322661,4978661.451,631196.939,1117.405,44.9492794552778,112.663145183611
543,Сүхбаатар ,Онгон,Дулаан ,L491937,45,15,35.370969,112,35,58.14493,5013058.719,625492.6798,1113.929,45.2598252691667,112.599484702778
544,Сүхбаатар ,Онгон,Уст  ,L491889,45,24,29.347373,113,24,37.62106,5031118.935,688625.9979,1162.986,45.4081520480556,113.410450294444
545,Сүхбаатар ,Онгон,Цагаан шанд,L491888,45,26,5.524472,113,12,47.329602,5033643.048,673104.7525,1153.139,45.4348679088889,113.213147111667
546,Сүхбаатар,Халзан,Хөтөл,L490988,46,35,45.908557,112,54,20.303834,5162044.034,645964.0983,1045.634,46.5960857102778,112.905639953889
547,Сүхбаатар,Сүхбаатар,Баян Эрхтийн овоо,GPSB00316,46,50,13.935072,113,4,45.977487,5189172.762,658567.8435,1160.044,46.8372041866667,113.079438190833
548,Сүхбаатар ,Түвшинширээ,Салаа ,L490921,46,36,35.08422,111,37,6.886207,5161983.863,547369.1356,1271.973,46.6097456166667,111.618579501944
549,Сүхбаатар ,Уулбаян,Баруун,L490932,46,21,41.936874,111,44,2.039526,5134492.148,556456.1219,1100.065,46.3616491316667,111.733899868333
550,Сүхбаатар ,Уулбаян,Цаг   ,L490975,46,25,48.727733,112,3,11.374533,5142386.534,580914.0511,1151.183,46.4302021480556,112.0531595925
551,Сүхбаатар ,Уулбаян,Зүүн ,L490979,46,27,47.731201,112,25,44.214103,5146512.749,609719.1753,1067.424,46.4632586669445,112.428948361944
552,Сүхбаатар ,Уулбаян,Бага ,L491001,46,10,39.122531,112,11,28.929251,5114462.857,591954.7289,1027.255,46.1775340363889,112.191369236389
553,Сүхбаатар,Уулбаян,Шар ухаа,L490984,46,35,55.391004,112,36,16.462275,5161823.343,622898.0126,1087.345,46.5987197233333,112.604572854167
554,Сүхбаатар,Уулбаян,Дэлгэр уул,L490841,46,41,33.867527,112,34,56.460486,5172236.309,620986.0977,1126.775,46.6927409797222,112.582350135
555,Сүхбаатар ,Халзан,Бэлгэхийн,L490994,46,23,40.04248,112,41,43.51826,5139272.425,630343.5161,914.083,46.3944562444444,112.695421738889
556,Сүхбаатар,Сүхбаатар,  ГЦХ-1 22-0001,GPSB00317,47,25,19.676546,113,46,40.325491,709513.0773,5255817.193,1089.048,47.4221323738889,113.777868191944
557,Сүхбаатар,Эрдэнэцагаан,Шилийн богд,L50776,45,28,21.091991,114,35,20.838282,5038271.483,311555.0525,1777.724,45.4725255530556,114.589121745
558,Сүхбаатар,Эрдэнэцагаан,Сэнжит уул,GPSB00318,45,27,5.085005,114,43,51.58238,5035602.878,322578.1685,1600.979,45.4514125013889,114.730995105556
559,Сүхбаатар,Эрдэнэцагаан,Жаргалант,GPSB00319,45,25,39.775299,115,8,8.409856,5032156.487,354159.9022,1599.276,45.4277153608333,115.135669404444
560,Сүхбаатар,Эрдэнэцагаан,Хар уул ,GPSB00320,45,26,37.518811,115,21,59.83723,5033545.483,372262.6091,1238.016,45.4437552252778,115.366621452778
561,Сүхбаатар,Эрдэнэцагаан,Жаран ,L50734,45,47,44.210709,115,28,14.837196,5072476.276,381154.7313,1312.106,45.7956140858333,115.47078811
562,Сүхбаатар,Эрдэнэцагаан,Хорун,L50731,45,51,50.331327,115,22,27.654771,5080219.947,373814.4436,1189.788,45.8639809241667,115.3743485475
563,Сүхбаатар,Эрдэнэцагаан,Туулайн,L50115,46,11,12.076183,115,6,59.535268,5116514.333,354651.4577,1007.162,46.1866878286111,115.116537574444
564,Сэлэнгэ,Баруун Бүрэн,430020,GPSB00321,49,20,56.492,105,0,24.356154,5466256.4968,500491.386,1271.601,49.3490255555556,105.006765598333
565,Сэлэнгэ,Баруун Бүрэн,430019,GPSB00322,49,10,43.113068,104,52,14.481802,5447322.979,490575.7685,1113.011,49.1786425188889,104.870689389444
566,Сэлэнгэ,Баянгол,430007,GPSB00323,49,7,19.434449,105,55,50.041865,5441442.2403,567897.125,965.126,49.1220651247222,105.930567184722
567,Сэлэнгэ,Мандал,430005,GPSB00324,48,50,47.220407,106,29,18.136496,5411454.6089,609195.8534,902.565,48.8464501130556,106.488371248889
568,Сэлэнгэ,Мандал,430006,GPSB00325,48,57,30.561791,106,28,41.887019,5423894.3098,608214.9244,1089.666,48.9584893863889,106.478301949722
569,Сэлэнгэ,Мандал,430004,GPSB00326,48,47,12.430366,106,18,1.19009,5404569.6582,595513.6968,871.171,48.7867862127778,106.300330580556
570,Сэлэнгэ,Мандал,430003,GPSB00327,48,47,12.12728,106,17,25.904971,5404548.0529,594793.9237,854.773,48.7867020222222,106.290529158611
571,Сэлэнгэ,Мандал,430001,GPSB00328,48,39,17.005577,106,23,22.36316,5390005.9079,602334.2545,1294.7,48.6547237713889,106.389545322222
572,Сэлэнгэ,Сайхан,430017,GPSB00329,49,30,43.387399,105,41,54.509285,5484615.1152,550562.2543,1087.013,49.5120520552778,105.698474801389
573,Сэлэнгэ,Сант,ТП-282,M481052,49,17,5.050828,105,20,4.921638,5459163.2414,524340.9629,1032.886,49.2847363411111,105.334700455
574,Сэлэнгэ,Хушаат,430014,GPSB00330,49,49,45.883089,105,31,49.366811,5519799.1357,538144.9954,873.611,49.8294119691667,105.530379669722
575,Сэлэнгэ,Хушаат,430015,GPSB00331,49,43,17.664037,105,33,32.753907,5507824.7108,540299.7642,810.423,49.7215733436111,105.5590983075
576,Сэлэнгэ,Цагааннуур,430010,GPSB00332,49,59,31.849786,105,14,38.82449,5537789.8476,517498.0453,873.502,49.9921804961111,105.244117913889
577,Сэлэнгэ,Цагааннуур,430011,GPSB00333,49,58,39.519701,105,14,10.115246,5536171.8253,516931.5251,830.831,49.9776443613889,105.236143123889
578,Сэлэнгэ,Цагааннуур,430012,GPSB00334,49,52,26.543221,105,14,8.099177,5524652.6326,516927.6145,761.215,49.8740397836111,105.235583104722
579,Сэлэнгэ,Цагааннуур,430013,GPSB00335,49,59,51.456472,105,33,43.337972,5538518.1831,540281.5144,1101.775,49.9976267977778,105.562038325556
580,Төв,Алтанбулаг,Занги,L480494,47,11,20.013807,105,48,5.391618,5226466.985,560719.0873,1592.747,47.1888927241667,105.801497671667
581,Төв,Алтанбулаг,Тп Гурван,L480500,47,19,19.123493,106,31,28.76775,5242072.5549,615213.7164,1837.218,47.3219787480556,106.524657708333
582,Төв,Аргалант,Цагаан хөтөл,GPSB00336,47,54,40.869973,106,14,58.122867,5307203.0694,593364.3049,1387.045,47.9113527702778,106.249478574167
583,Төв,Аргалант,Хусан багант,GPSB00337,47,54,28.483822,106,20,50.638952,5306943.7507,600687.7722,1510.106,47.9079121727778,106.347399708889
584,Төв,Архуст,Найн,L480484,47,24,53.717156,107,57,45.782665,5255530.5858,723484.3485,1381.373,47.4149214322222,107.962717406944
585,Төв,Архуст,Мааньт  Уул,L480478,47,31,21.194422,107,44,33.062931,5266881.8689,706453.0729,1751.209,47.5225540061111,107.742517480833
586,Төв,Батсүмбэр,3 баг Түшээ гүн,GPSB00338,48,20,30.09263,106,54,10.207384,5356028.6356,641000.133,1268.006,48.3416923972222,106.902835384444
587,Төв,Батсүмбэр,ГЦХ1 410176,GPSB00339,48,21,0.842061,106,34,5.240191,5356416.5696,616179.2581,1419.337,48.3502339058333,106.568122275278
588,Төв,Батсүмбэр,410001,GPSB00340,48,22,32.802074,106,44,12.392429,5359525.1002,628609.7127,1148.613,48.3757783538889,106.736775674722
589,Төв,Батсүмбэр,1059,GPSB00341,48,24,23.45125,106,43,21.811218,5362917.8324,627492.4864,1131.023,48.4065142361111,106.722725338333
590,Төв,Сүмбэр,410002,GPSB00342,48,46,57.691453,105,50,43.83143,5403643.8868,562110.9418,901.247,48.7826920702778,105.845508730556
591,Төв,Баян,Айрагийн энгэр,L480483,47,26,57.485595,107,38,37.28515,5258483.5562,699291.0205,1611.296,47.4493015541667,107.643690319444
592,Төв,Баян,Цайдам,L480531,47,8,51.90945,107,54,46.014598,5225700.3291,720827.6775,1478.116,47.147752625,107.912781832778
593,Төв,Баян,Хараат овоо,L480530,47,10,57.712289,107,38,9.551099,5228837.9929,699712.9525,1543.608,47.1826978580556,107.635986416389
594,Төв,Баян,Цант 1-р баг ,GPSB00343,47,12,41.642862,107,25,4.467884,5231511.2175,683091.817,1396.115,47.2115674616667,107.417907745556
595,Төв,Баян,12-р зөрлөг,GPSB00344,47,3,9.033247,107,38,41.252901,5214393.9975,700869.7665,1377.385,47.0525092352778,107.6447924725
596,Төв,Баян,Баян сум,L480528,47,13,17.532869,107,47,29.30878,5233563.3626,711338.2774,1513.141,47.2215369080556,107.791474661111
597,Төв,Баян,ГЦТ 1179,GPSB00345,47,15,0.798274,107,32,7.121782,5236088.7507,691841.9663,1420.83,47.2502217427778,107.535311606111
598,Төв,Баян,ГЦТ 1174,GPSB00346,47,14,43.645581,107,32,24.248796,5235571.0066,692219.1858,1420.55,47.2454571058333,107.54006911
599,Төв,Баян,1172,GPSB00347,47,15,30.866982,107,32,38.086267,5237038.0919,692462.4892,1455.755,47.2585741616667,107.543912851944
600,Төв,Баян,14-р зөрлөг,GPSB00348,46,50,7.096289,107,48,2.002326,5190670.7745,713561.9165,1316.569,46.8353045247222,107.800556201667
601,Төв,Баян,Гэр,L480567,46,56,23.052644,107,46,21.748358,5202199.4567,711028.1292,1516.385,46.9397368455556,107.772707877222
602,Төв,Баяндэлгэр,Бага мэлз,L490019,47,42,43.38128,108,27,25.605046,5287428.7578,309264.7275,1502.865,47.7120503555556,108.457112512778
603,Төв,Баяндэлгэр,Залаа,L490009,47,55,56.401431,108,20,8.457334,5312215.3697,301001.3995,1709.976,47.9323337308333,108.335682592778
604,Төв,Баяндэлгэр,ГЦТ 1178,GPSB00349,47,43,33.564633,108,7,5.211266,5289868.944,283896.953,1461.92,47.7259901758333,108.118114240556
605,Төв,Баяндэлгэр,Мэлз,GPSB00350,47,40,52.64649,108,26,50.499807,5284034.5216,308420.6327,1387.805,47.6812906916667,108.4473610575
606,Төв,Баяндэлгэр,ГЦТ 1213,GPSB00351,47,43,50.525108,108,7,1.672912,5290395.2373,283842.7653,1483.38,47.7307014188889,108.117131364444
607,Төв,Баяндэлгэр,Тп 1446,L490067,47,40,16.715999,108,1,12.387194,5284070.9488,276314.4228,1753.692,47.6713099997222,108.020107553889
608,Төв,Баяндэлгэр,Харанхуй обо,L490012,47,47,59.324203,108,4,37.31762,5298188.1614,281126.7576,1881.022,47.7998122786111,108.077032672222
609,Төв,Баянжаргалан,Тэгш /GP-4014/,GPSB00352,47,22,21.484936,107,57,5.672348,5250799.643,722822.2886,1378.814,47.3726347044445,107.951575652222
610,Төв,Баянжаргалан,ПЦ 1160,GPSB00353,47,10,50.367266,108,15,52.883277,5228870.1881,292754.3552,1400.194,47.1806575738889,108.264689799167
611,Төв,Баянжаргалан,Гүн худук,L490182,47,4,44.503705,108,7,15.357903,5217969.0663,281446.7811,1479.209,47.0790288069445,108.120932750833
612,Төв,Баянжаргалан,Улаан овоо,L490186,47,6,44.574786,108,28,46.750974,5220735.0262,308795.7861,1318.907,47.112381885,108.479653048333
613,Төв,Баянжаргалан,ГЦТ 1202,GPSB00354,47,11,1.72386,108,15,26.181683,5229240.4488,292204.7351,1406.083,47.1838121833333,108.257272689722
614,Төв,Баянжаргалан,Нүдэн уул,L490173,47,10,27.0447,108,14,42.396624,5228202.4679,291245.5483,1512.111,47.1741790833333,108.245110173333
615,Төв,Баянжаргалан,Хумэлтийн обо,L490221,46,58,58.030138,108,48,6.596326,5205596.3474,332832.1554,1232.631,46.9827861494444,108.801832312778
616,Төв,Баян-Өнжүүл,Мааньт ухаа,L480495,47,3,49.441114,105,37,43.007525,5212438.3473,547733.7538,1204.926,47.0637336427778,105.628613201389
617,Төв,Баянцагаан,Элгэн Овоо,L480574,46,44,43.738489,107,37,29.708568,5180227.3784,700502.4704,1387.768,46.7454829136111,107.624919046667
618,Төв,Баянцагаан,14-р зөрлөгийн ойр,GPSB00355,46,48,54.08562,107,46,36.25856,5188352.7588,711825.4476,1268.918,46.8150237833333,107.776738488889
619,Төв,Баянцагаан,Тп Их майхан уул,L480600,46,36,2.23592,107,23,3.222403,5163545.456,682605.7024,1405.041,46.6006210888889,107.384228445278
620,Төв,Баянцагаан,Номуун,L480609,46,34,42.400335,107,44,23.837588,5161967.1445,709935.0383,1324.456,46.5784445375,107.739954885556
621,Төв,Баянцагаан,Дэрт худаг,L480608,46,35,33.21095,107,31,6.372518,5162969.3255,692912.8619,1351.982,46.5925585972222,107.518436810556
622,Төв,Баянцагаан,Тп 1591,L480891,47,1,26.547287,106,48,15.703756,5209415.5661,637114.5579,1485.216,47.0240409130556,106.804362154444
623,Төв,Баянцагаан,Тп 1199,L480726,47,2,28.604425,106,40,21.438907,5211108.8213,627062.8128,1471.202,47.0412790069444,106.672621918611
624,Төв,Баянцагаан,Тп 1592,GPSB00356,47,3,27.287445,106,59,30.061887,5213487.6169,651254.0157,1400.629,47.0575798458333,106.9916838575
625,Төв,Баянцагаан,Довийн гуанз,GPSB00357,47,2,59.782538,106,35,13.378431,5211935.8584,620542.8058,1436.266,47.0499395938889,106.587049564167
626,Төв,Баянцагаан,Тп хурай,L480519,47,2,53.920016,107,28,37.274603,5213510.3618,688142.9949,1443.283,47.0483111155556,107.477020723056
627,Төв,Баянцагаан,Тп Дутуйн,L480520,47,2,25.352683,107,12,37.986665,5212022.2591,667928.9188,1562.28,47.0403757452778,107.210551851389
628,Төв,Баянцагаан,Тп Хөхний худаг,L480522,47,0,25.956856,107,16,5.200286,5208462.0102,672408.163,1529.803,47.0072102377778,107.268111190556
629,Төв,Баянцагаан,Тп Магнай уул,GPSB00358,46,41,10.234467,106,40,12.608314,5171645.5722,627716.0742,1454.539,46.6861762408333,106.670168976111
630,Төв,Баянцагаан,Хм 4228,GPSB00359,46,56,4.335662,106,56,33.139452,5199721.0998,647861.0317,1338.447,46.9345376838889,106.942538736667
631,Төв,Баянцагаан,Тп Балтастай,GPSB00360,46,41,40.831588,106,50,5.282463,5172870.2346,640283.0377,1479.854,46.6946754411111,106.834800684167
632,Төв,Баянцагаан,Тп Хөх өндөр обо,L480556,46,55,9.819332,107,20,19.629989,5198862.0065,678071.5427,1448.317,46.9193942588889,107.338786108056
